Plot,Repeat,SLA
2233,1,192.7710843
2185,1,192.7710843
2137,2,248.0620155
2074,1,201.2578616
2137,1,235.2941176
2105,2,202.5316456
2049,1,211.9205298
1266,1,195.1219512
2005,3,251.9685039
2243,2,271.1864407
1162,3,222.2222222
2092,3,248.0620155
2058,3,190.4761905
2059,3,266.6666667
2092,1,244.2748092
2059,2,198.757764
2137,3,205.1282051
1265,1,248.0620155
1265,2,260.1626016
2074,3,173.9130435
1098,1,201.2578616
2074,2,195.1219512
2005,2,213.3333333
1098,3,210.5263158
2049,3,191.6167665
2009,3,201.2578616
2009,2,231.884058
1145,2,233.5766423
2105,1,166.6666667
1098,2,171.1229947
1162,2,225.3521127
2297,3,246.1538462
2049,2,225.3521127
2313,2,203.8216561
1081,2,222.2222222
2012,3,273.5042735
2297,1,285.7142857
2152,1,188.2352941
2059,1,184.9710983
2018,2,211.9205298
2178,1,205.1282051
2249,2,226.9503546
1145,1,230.2158273
2297,2,280.7017544
2249,3,223.7762238
2233,3,191.6167665
2012,2,244.2748092
2313,1,201.2578616
2152,2,174.863388
2178,2,209.1503268
2105,3,198.757764
2185,2,200
2058,1,211.9205298
2005,1,219.1780822
2233,2,226.9503546
2187,3,248.0620155
2139,1,213.3333333
1012,3,223.7762238
2139,3,226.9503546
2139,2,225.3521127
1037,2,222.2222222
1012,1,200
1202,1,201.2578616
1037,3,222.2222222
2319,2,219.1780822
2276,1,226.9503546
2276,2,244.2748092
2276,3,280.7017544
1202,3,233.5766423
2319,3,271.1864407
1037,1,213.3333333
1056,1,191.6167665
1012,2,193.9393939
2187,2,219.1780822
1214,1,253.968254
1214,2,230.2158273
2187,1,223.7762238
1214,3,242.4242424
1202,2,177.7777778
2319,1,228.5714286
2316,3,266.6666667
1088,2,219.1780822
1088,1,203.8216561
1152,3,205.1282051
1311,2,182.8571429
1021,2,253.968254
1119,1,181.8181818
1086,1,230.2158273
1140,3,251.9685039
1271,1,183.908046
1088,3,230.2158273
1247,2,217.6870748
1280,2,235.2941176
2011,2,251.9685039
1063,1,209.1503268
1023,3,171.1229947
1271,2,178.7709497
1023,1,172.972973
1156,1,250
1086,2,211.9205298
1141,2,226.9503546
1054,1,197.5308642
1063,3,197.5308642
1062,2,207.7922078
1283,2,210.5263158
1259,1,237.037037
2011,3,223.7762238
1259,3,183.908046
1156,3,240.6015038
1259,2,244.2748092
1283,3,223.7762238
1156,2,225.3521127
1141,3,230.2158273
1280,1,235.2941176
1176,3,235.2941176
2024,2,205.1282051
1176,2,202.5316456
2024,1,201.2578616
1199,2,207.7922078
1199,3,253.968254
1311,1,223.7762238
1176,1,235.2941176
1054,2,231.884058
1054,3,203.8216561
1318,1,207.7922078
1218,3,201.2578616
2035,3,180.7909605
1131,2,246.1538462
1023,2,191.6167665
2316,2,219.1780822
2058,2,160.8040201
1131,3,213.3333333
2178,3,196.3190184
2243,1,280.7017544
2294,2,226.9503546
,,
2269,1,226.9503546
2090,3,196.3190184
2194,3,268.907563
2115,3,233.5766423
2223,2,237.037037
2245,2,231.884058
2245,1,182.8571429
2247,1,209.1503268
2242,1,195.1219512
1140,2,248.0620155
2299,2,211.9205298
2127,1,217.6870748
2127,3,235.2941176
2183,2,211.9205298
2299,3,191.6167665
2194,1,226.9503546
2183,1,201.2578616
2091,3,209.1503268
2091,2,205.1282051
2300,2,206.4516129
2285,2,278.2608696
2285,3,201.2578616
2051,1,219.1780822
2260,1,181.8181818
2051,2,202.5316456
2237,3,167.539267
2299,1,260.1626016
2242,2,164.9484536
2285,1,203.8216561
2269,2,219.1780822
2300,1,200
2218,3,211.9205298
2247,2,225.3521127
2150,2,260.1626016
2091,1,206.4516129
2150,3,225.3521127
2300,3,190.4761905
2212,3,256
2260,2,262.295082
2215,2,220.6896552
2194,2,163.2653061
2082,3,235.2941176
2082,1,202.5316456
2191,2,184.9710983
2242,3,193.9393939
2218,2,210.5263158
2127,2,195.1219512
2215,3,177.7777778
2122,3,195.1219512
2174,3,211.9205298
2306,1,273.5042735
2223,3,244.2748092
2175,3,205.1282051
2115,1,202.5316456
2259,2,211.9205298
2306,3,203.8216561
2047,2,203.1746032
2174,1,187.1345029
2215,1,200
2075,3,203.8216561
2082,2,242.4242424
2212,1,188.2352941
2212,2,237.037037
2047,3,222.6086957
2245,3,193.9393939
2260,3,211.9205298
2231,3,231.884058
2047,1,192.7710843
2218,1,171.1229947
2183,3,205.1282051
2259,1,191.6167665
2191,3,180.7909605
2122,2,176.7955801
2122,1,164.1025641
2150,1,220.6896552
2051,3,197.5308642
2090,1,214.7651007
2115,2,210.5263158
2075,2,211.9205298
2090,2,205.1282051
2247,3,248.0620155
2175,2,244.2748092
2199,2,217.6870748
2175,1,219.1780822
2199,1,225.3521127
2237,1,223.7762238
2237,2,220.6896552
2199,3,313.7254902
2174,2,202.5316456
2302,2,217.6870748
2223,1,230.2158273
2306,2,238.8059701
2302,3,200
2302,1,210.5263158
2309,3,210.5263158
2309,1,237.037037
2191,1,288.2882883
2309,2,275.862069
2075,1,211.9205298
2259,3,184.9710983
2269,3,230.2158273
,,
2160,1,266.6666667
2089,2,271.1864407
2089,1,247.7419355
1042,2,224.5614035
2089,3,231.884058
1153,2,206.4516129
1161,2,230.6306306
2281,3,209.1503268
2066,2,189.3491124
2169,1,209.1503268
2189,3,223.7762238
2161,3,238.8059701
2066,1,213.3333333
2281,2,181.8181818
2106,2,214.7651007
2161,1,258.0645161
2042,1,193.9393939
2193,1,231.884058
1153,1,177.7777778
2193,2,220.6896552
1225,2,198.757764
2042,2,216.2162162
2064,2,189.3491124
1314,3,188.2352941
2272,2,211.9205298
2272,1,188.2352941
2256,1,220.6896552
2048,1,238.8059701
1002,1,231.884058
1153,3,197.5308642
2272,3,187.1345029
2304,3,176.7955801
1018,3,172.0430108
2073,3,189.3491124
2160,2,196.3190184
1050,1,217.6870748
1242,3,240.6015038
2114,3,166.6666667
1130,3,258.0645161
2066,3,238.8059701
1161,3,228.5714286
2271,2,196.3190184
2151,1,250
2073,1,262.295082
1314,1,233.5766423
1161,1,223.7762238
2305,3,193.9393939
2193,3,228.5714286
2048,3,260.1626016
2114,1,182.8571429
2281,1,200
2248,2,203.8216561
1290,2,222.2222222
2042,3,210.5263158
1290,3,213.3333333
1290,1,205.1282051
2248,3,213.3333333
2271,3,201.2578616
2256,2,258.0645161
2248,1,205.1282051
2304,1,148.1481481
2256,3,207.7922078
1130,2,173.9130435
2305,1,182.8571429
2305,2,209.1503268
2160,3,240.6015038
1018,1,172.0430108
2304,2,156.097561
1002,3,188.2352941
2106,1,225.3521127
2271,1,192.7710843
2064,2,179.7752809
2151,2,264.4628099
2114,2,193.9393939
1250,3,230.2158273
2161,2,230.2158273
1242,1,184.9710983
1250,2,193.9393939
1130,1,225.3521127
2001,2,299.0654206
1050,3,226.9503546
1042,1,235.2941176
2064,1,231.884058
1242,2,190.4761905
1250,1,216.2162162
1225,1,191.6167665
1258,3,220.6896552
1258,2,256
1018,2,202.5316456
1050,2,249.3506494
1314,2,205.1282051
1042,3,256
2064,3,164.9484536
2169,3,192.7710843
1225,3,213.3333333
2106,3,230.2158273
2151,3,246.1538462
1258,1,226.5486726
2073,2,202.5316456
,,
1043,3,219.1780822
1093,1,203.1746032
2146,2,268.907563
2072,3,219.1780822
1123,3,172.972973
1109,2,210.5263158
2221,1,206.4516129
2181,3,223.7762238
1109,3,240.6015038
2181,2,213.3333333
1109,1,220.6896552
2077,1,195.1219512
1091,1,213.3333333
2307,2,242.4242424
2258,1,178.7709497
1107,1,233.5766423
1107,3,223.7762238
1123,1,170.212766
2283,1,220.6896552
1107,2,210.5263158
2148,2,233.5766423
1076,2,235.2941176
2234,3,189.3491124
1045,1,266.6666667
1076,3,237.037037
2146,3,285.7142857
2307,3,220.6896552
2314,2,162.4365482
2314,3,168.4210526
2196,3,256
2170,2,228.5714286
2314,1,228.5714286
1045,2,202.5316456
2076,2,231.884058
2076,1,233.5766423
1043,2,250.9803922
2196,2,198.4496124
2244,3,196.3190184
2234,1,204.8
2268,3,164.1025641
2268,1,203.8216561
2244,2,206.4516129
2204,1,205.1282051
2204,3,179.7752809
1091,2,170.212766
1076,1,250.9803922
2196,1,253.968254
1123,2,156.097561
2146,1,193.9393939
2141,2,219.1780822
2221,2,191.6167665
2221,3,172.972973
2181,1,213.3333333
1284,2,202.5316456
1052,3,188.2352941
2108,3,156.097561
2204,2,179.7752809
1260,1,161.6161616
1260,2,183.908046
1284,1,195.1219512
1180,2,240.6015038
2108,1,186.0465116
2244,1,222.2222222
1052,1,228.5714286
1284,3,176.7955801
1020,1,197.5308642
2234,2,238.8059701
2148,1,231.884058
2258,2,192.7710843
1204,1,189.3491124
1308,3,191.6167665
1020,2,230.2158273
2148,3,238.8059701
2141,1,222.2222222
1180,3,258.0645161
2077,2,220.6896552
2076,3,240.6015038
2283,3,182.8571429
1093,3,203.8216561
1219,2,187.1345029
1219,3,193.9393939
2108,2,251.9685039
1020,3,213.3333333
1260,3,214.7651007
2283,2,211.9205298
2170,3,217.6870748
2258,3,196.3190184
1045,3,157.635468
1091,3,174.863388
1308,1,177.7777778
1043,1,205.1282051
1219,1,193.9393939
1204,2,198.4496124
1052,2,188.2352941
2120,1,206.4516129
2141,3,192.7710843
2308,3,253.968254
1204,3,203.8216561
2268,2,151.6587678
1093,2,195.1219512
1308,2,213.3333333
1181,1,203.8216561
,,
2038,3,195.1219512
2224,3,266.6666667
1118,2,288.2882883
1150,1,201.2578616
1191,2,202.5316456
2038,2,210.5263158
1079,1,219.1780822
1191,3,160
2240,3,307.6923077
2320,3,182.8571429
2072,1,161.6161616
1246,3,190.4761905
2080,1,219.1780822
1057,1,238.8059701
1209,3,207.7922078
1320,3,180.7909605
1097,1,190.4761905
2224,2,184.9710983
1078,1,192.7710843
1319,2,219.1780822
2280,3,172.972973
1038,2,173.9130435
1190,2,179.7752809
1312,3,206.4516129
1038,1,205.1282051
2120,2,144.7963801
2192,3,244.2748092
1047,1,211.9205298
2240,1,205.1282051
1209,2,175.8241758
2086,3,206.4516129
1239,1,216.2162162
1078,2,210.5263158
2111,3,219.1780822
2086,1,203.8216561
2280,2,190.4761905
1150,3,228.5714286
1150,2,172.972973
1207,3,181.8181818
1038,3,175.5348327
1190,3,230.2158273
1190,1,173.9130435
1065,3,228.5714286
1246,1,203.8216561
2072,2,181.8181818
1168,1,285.7142857
1097,1,176.7955801
1065,1,227.0967742
2111,2,215.3846154
1312,2,209.1503268
2072,3,186.0465116
1168,2,203.8216561
2296,1,142.2222222
2208,1,200
1078,3,198.757764
1319,1,251.9685039
1319,3,222.2222222
1168,3,217.6870748
1047,2,220.6896552
2239,1,220.6896552
1246,2,183.908046
1057,2,173.9130435
1207,1,188.2352941
1207,2,223.7762238
2120,3,222.2222222
2296,2,158.4158416
1118,3,258.0645161
1047,3,177.7777778
1079,2,189.3491124
1118,1,222.2222222
1209,1,197.5308642
2239,2,192.7710843
1320,2,196.3190184
2008,3,206.4516129
2008,1,183.908046
1097,3,177.7777778
2080,2,151.6587678
2080,3,188.2352941
2208,3,163.2653061
2120,1,223.7762238
2086,2,193.9393939
1065,2,220.6896552
1057,3,202.5316456
2008,2,206.4516129
2111,1,186.0465116
1320,1,198.816568
2192,2,213.3333333
2320,2,149.5327103
2224,1,246.1538462
1079,3,183.908046
2320,1,184.9710983
2296,3,152.3809524
1191,1,150.9433962
1312,1,193.9393939
2280,1,211.9205298
2239,3,225.3521127
2240,2,188.2352941
2206,2,196.3190184
2038,1,196.3190184
1239,3,189.3491124
1239,2,182.8571429
,,
1281,1,171.1229947
1313,3,244.2748092
1212,1,242.4242424
1011,1,222.2222222
1217,2,200
1011,2,209.1503268
2145,3,180.2816901
2017,1,207.7922078
2043,3,202.5316456
1075,1,237.037037
2315,2,182.8571429
1067,1,197.5308642
1273,1,293.5779817
1205,2,207.7922078
1027,2,237.8378378
1217,3,231.884058
1011,3,296.2962963
2180,3,251.9685039
2036,1,201.2578616
2113,1,280.7017544
2145,2,220.6896552
2033,1,169.3121693
1273,3,225.3521127
2033,3,165.8031088
1273,2,202.5316456
2081,2,206.4516129
1313,1,248.0620155
1281,2,200
2145,1,248.0620155
2217,3,179.7752809
2081,3,200
2217,1,193.9393939
2017,3,195.1219512
1060,1,192.7710843
2029,2,250
2217,2,187.1345029
1281,3,206.4516129
1313,2,262.295082
2113,3,256
2081,1,209.1503268
2043,2,183.908046
1173,2,256
2113,2,251.9685039
1075,2,264.4628099
1217,1,222.2222222
1117,1,223.7762238
1173,3,205.1282051
2036,3,242.4242424
2164,1,179.7752809
1060,2,214.7651007
1300,1,197.5308642
1117,3,258.0645161
1221,3,278.2608696
2060,1,214.7651007
2123,2,192.7710843
2017,2,271.1864407
1067,3,200
1300,3,193.9393939
2033,2,179.7752809
2180,1,219.1780822
1203,1,202.5316456
1075,3,206.4516129
1221,1,251.9685039
1067,2,262.295082
2123,3,202.5316456
2043,1,180.7909605
2164,2,203.8216561
2060,2,195.1219512
2315,3,160.8040201
2036,2,219.1780822
1060,3,178.7709497
2123,1,225.3521127
2164,3,173.9130435
1027,3,173.9130435
1027,1,217.6870748
1117,2,228.5714286
1235,3,262.295082
1205,1,193.9393939
1300,2,203.8216561
1203,3,200
1221,2,262.295082
1235,2,210.5263158
1212,3,250
1315,1,184.9710983
2029,3,260.1626016
2029,1,191.6167665
2180,2,191.6167665
1212,2,242.4242424
1235,1,256
1205,3,235.2941176
1203,2,251.9685039
1173,1,278.2608696
,,
2286,1,177.7777778
2286,2,203.8216561
1231,2,233.5766423
2286,3,186.0465116
2246,2,240.6015038
2254,2,201.2578616
2270,3,216.2162162
2222,1,235.2941176
2094,1,181.8181818
1263,2,225.3521127
2094,3,223.7762238
1134,3,216.2162162
1254,1,203.8216561
2214,3,250
1254,3,209.1503268
1022,1,271.1864407
2246,3,296.2962963
2214,2,190.4761905
1263,3,209.1503268
1046,1,159.2039801
1134,1,222.2222222
1046,2,184.9710983
1030,2,228.5714286
1030,1,206.4516129
2094,2,242.4242424
1022,3,248.0620155
1046,3,183.908046
1254,2,271.1864407
1030,3,246.1538462
1022,2,288.2882883
2149,3,216.2162162
1272,3,179.7752809
2277,3,209.1503268
1256,2,157.635468
1040,1,207.7922078
2253,3,196.3190184
1256,3,191.6167665
2173,2,168.4210526
2253,1,296.2962963
2277,2,262.295082
2277,1,191.6167665
1208,3,184.9710983
2198,3,168.4210526
1024,2,228.5714286
2149,1,205.1282051
1224,1,196.3190184
2173,1,225.3521127
2014,3,203.8216561
1224,2,188.2352941
1208,2,273.5042735
1264,1,149.5327103
1112,3,170.212766
2261,3,152.3809524
1120,1,187.1345029
1112,1,207.7922078
1224,3,179.7752809
1208,1,187.1345029
1272,1,177.7777778
1040,3,200
1024,1,169.3121693
2045,1,207.7922078
2198,2,200
2070,1,167.539267
1040,2,206.4516129
1120,3,219.1780822
2261,1,174.863388
1120,2,187.1345029
1024,3,220.6896552
2070,3,214.7651007
2270,2,197.5308642
1039,3,192.7710843
1215,1,198.757764
2014,1,220.6896552
2070,2,188.2352941
1272,2,197.5308642
2246,1,240.6015038
2254,1,176.7955801
1039,1,240.6015038
2222,3,216.2162162
2198,1,219.1780822
1039,2,182.8571429
2261,2,280.7017544
2045,3,182.8571429
1134,2,168.4210526
2045,2,207.7922078
1231,1,203.8216561
2222,2,192.7710843
1231,3,201.2578616
1215,3,197.5308642
1263,1,164.1025641
2254,3,233.5766423
1215,2,242.4242424
1264,3,182.8571429
2014,2,237.037037
1254,1,152.3809524
1112,2,201.2578616
2214,1,161.6161616
2253,2,198.757764
2149,2,211.9205298
2173,2,244.2748092
1264,2,195.1219512
,,
1053,1,163.2653061
1053,2,242.4242424
1053,3,169.3121693
1062,1,258.0645161
1062,2,220.6896552
1062,3,222.2222222
1069,1,172.0430108
1069,2,181.8181818
1069,3,202.5316456
1070,1,217.6870748
1070,2,191.6167665
1070,3,198.757764
1125,1,157.635468
1125,2,162.4365482
1125,3,175.8241758
1126,1,173.9130435
1126,2,172.972973
1126,3,183.908046
1142,1,175.8241758
1142,2,211.9205298
1142,3,198.757764
1165,1,190.4761905
1165,2,191.6167665
1165,3,171.1229947
1198,1,190.4761905
1198,2,164.9484536
1198,3,175.8241758
1253,1,156.8627451
1253,2,161.6161616
1253,3,163.2653061
1278,1,260.1626016
1278,2,186.0465116
1278,3,207.7922078
1301,1,186.0465116
1301,2,184.9710983
1301,3,168.4210526
2013,1,176.7955801
2013,2,182.8571429
2013,3,189.3491124
2021,1,205.1282051
2021,2,162.4365482
2021,3,186.0465116
2030,1,190.4761905
2030,2,251.9685039
2030,3,180.7909605
2053,1,174.1496599
2053,2,164.1025641
2053,3,205.1282051
2085,1,178.7709497
2085,2,195.4198473
2085,3,168.4210526
2117,1,189.3491124
2117,2,233.5766423
2117,3,188.2352941
2118,1,172.0430108
2118,2,196.3190184
2118,3,211.9205298
2124,1,178.7709497
2124,2,201.2578616
2124,3,202.5316456
2125,1,176.7955801
2125,2,206.4516129
2125,3,166.6666667
2134,1,183.908046
2134,2,209.1503268
2134,3,189.3491124
2140,1,203.8216561
2140,2,214.7651007
2140,3,192.7710843
2142,1,244.2748092
2142,2,201.2578616
2142,3,202.5316456
2172,1,191.6167665
2172,2,214.7651007
2172,3,201.2578616
2182,1,169.3121693
2182,2,170.212766
2182,3,160.8040201
2213,1,202.5316456
2213,2,222.2222222
2213,3,173.9130435
2220,1,187.1345029
2220,2,207.7922078
2220,3,214.7651007
2228,1,173.9130435
2228,2,203.8216561
2228,3,182.8571429
2229,1,191.6167665
2229,2,206.4516129
2229,3,225.3521127
2230,1,203.8216561
2230,2,130.0813008
2230,3,195.1219512
2284,1,211.9205298
2284,2,191.6167665
2284,3,207.7922078
2293,1,222.2222222
2293,2,173.9130435
2293,3,195.1219512
2301,1,173.9130435
2301,2,164.9484536
2301,3,186.0465116
,,
1009,1,190.4761905
1009,2,178.7709497
1009,3,206.4516129
1015,1,197.5308642
1015,2,251.9685039
1015,3,158.4158416
1016,1,205.1282051
1016,2,217.6870748
1016,3,156.8627451
1031,1,193.9393939
1031,2,226.9503546
1031,3,201.2578616
1058,1,191.6167665
1058,2,201.2578616
1058,3,178.7709497
1071,1,195.1219512
1071,2,196.3190184
1071,3,195.1219512
1073,1,202.5316456
1073,2,192.7710843
1073,3,171.1229947
1080,1,197.5308642
1080,2,202.5316456
1080,3,170.212766
1103,1,183.908046
1103,2,264.4628099
1103,3,258.0645161
1128,1,146.7889908
1128,2,183.908046
1128,3,153.8461538
1135,1,164.1025641
1135,2,148.8372093
1135,3,159.2039801
1192,1,157.635468
1192,2,187.1345029
1192,3,196.3190184
1223,1,176.7955801
1223,2,186.0465116
1223,3,214.7651007
1240,1,179.7752809
1240,2,197.5308642
1240,3,198.757764
1288,1,163.2653061
1288,2,160.8040201
1288,3,157.635468
1296,1,173.9130435
1296,2,209.1503268
1296,3,170.4142012
1303,1,161.6161616
1303,2,162.4365482
1303,3,201.2578616
2032,1,187.1345029
2032,2,179.7752809
2032,3,225.3521127
2055,1,160.8040201
2055,2,159.2039801
2055,3,210.5263158
2071,1,155.3398058
2071,2,203.8216561
2071,3,154.589372
2079,1,176.7955801
2079,2,178.7709497
2079,3,179.7752809
2119,1,189.3491124
2119,2,211.9205298
2119,3,206.4516129
2135,1,118.0811808
2135,2,151.6587678
2135,3,192.7710843
2200,1,173.9130435
2200,2,198.757764
2200,3,192.7710843
2263,1,170.212766
2263,2,143.4977578
2263,3,196.3190184
2264,1,206.4516129
2264,2,181.8181818
2264,3,169.3121693
2279,1,174.863388
2279,2,158.4158416
2279,3,179.7752809
2287,1,216.2162162
2287,2,189.3491124
2287,3,174.863388
2295,1,142.2222222
2295,2,186.0465116
2295,3,189.3491124
2311,1,210.5263158
2311,2,187.1345029
2311,3,233.5766423
,,
1005,1,266.6666667
1005,2,195.1219512
1005,3,192.7710843
1013,1,207.7922078
1013,2,201.2578616
1013,3,205.3475936
1051,1,160.8040201
1051,2,190.4761905
1051,3,196.3190184
1059,1,166.6666667
1059,2,170.212766
1059,3,187.1345029
1066,1,206.4516129
1066,2,179.7752809
1066,3,226.9503546
1077,1,179.7752809
1077,2,210.5263158
1077,3,271.1864407
1082,1,203.8216561
1082,2,150.9433962
1082,3,175.8241758
1092,1,230.2158273
1092,2,207.7922078
1092,3,203.8216561
1110,1,184.9710983
1110,2,201.2578616
1110,3,156.097561
1111,1,231.884058
1111,2,246.1538462
1111,3,230.2158273
1133,1,192.7710843
1133,2,206.4516129
1133,3,183.908046
1159,1,164.1025641
1159,2,197.5308642
1159,3,176.7955801
1174,1,264.4628099
1174,2,187.1345029
1174,3,172.0430108
1182,1,196.3190184
1182,2,211.9205298
1182,3,182.8571429
1186,1,223.7762238
1186,2,190.4761905
1186,3,241.509434
1243,1,163.2653061
1243,2,176.7955801
1243,3,187.1345029
1274,1,197.5308642
1274,2,169.3121693
1274,3,186.0465116
1295,1,186.0465116
1295,2,219.1780822
1295,3,220.6896552
1309,1,210.5263158
1309,2,171.1229947
1309,3,151.6587678
1316,1,187.1345029
1316,2,240.6015038
1317,1,206.4516129
1317,2,193.9393939
1317,3,198.757764
2006,1,167.539267
2006,2,148.1481481
2006,3,187.1345029
2010,1,176.7955801
2010,2,153.1100478
2010,3,165.8031088
2015,1,203.8216561
2015,2,171.1229947
2015,3,214.7651007
2061,1,198.757764
2061,2,192.7710843
2061,3,191.6167665
2068,1,187.1345029
2068,2,173.9130435
2068,3,190.4761905
2102,1,189.3491124
2102,2,192.7710843
2102,3,190.4761905
2131,1,256
2131,2,206.4516129
2131,3,198.757764
2188,1,220.6896552
2188,2,230.2158273
2188,3,220.6896552
2195,1,186.0465116
2195,2,225.3521127
2195,3,195.1219512
2197,1,233.5766423
2197,2,201.2578616
2197,3,171.1229947
2202,1,273.5042735
2202,2,202.5316456
2202,3,220.6896552
2251,1,216.2162162
2251,2,219.1780822
2251,3,211.9205298
2318,1,173.9130435
2318,2,142.8571429
2318,3,182.8571429
,,
1003,1,160.8040201
1003,2,189.3491124
1003,3,161.6161616
1025,1,217.6870748
1025,2,160.8040201
1025,3,161.6161616
1041,1,172.0430108
1041,2,163.2653061
1041,3,171.1229947
1048,1,190.4761905
1048,2,216.2162162
1048,3,186.0465116
1074,1,143.4977578
1074,2,164.1025641
1074,3,127.4900398
1095,1,142.2222222
1095,2,179.7752809
1095,3,160.8040201
1127,1,148.8372093
1127,2,157.635468
1127,3,153.8461538
1138,1,182.8571429
1138,2,211.9205298
1138,3,256
1149,1,170.212766
1149,2,187.1345029
1149,3,197.5308642
1167,1,187.1345029
1167,2,154.589372
1185,1,157.635468
1185,2,130.6122449
1185,3,189.3491124
1200,1,169.3121693
1200,2,220.6896552
1200,3,171.1229947
1222,1,190.4761905
1222,2,214.0468227
1222,3,203.8216561
1226,1,205.1282051
1226,2,202.5316456
1226,3,226.9503546
1234,1,172.0430108
1234,3,158.4158416
1261,1,198.757764
1261,2,153.8461538
1261,3,159.2039801
1270,1,216.2162162
1270,2,189.3491124
1270,3,250
1275,1,173.9130435
1275,2,192.7710843
1275,3,193.9393939
1285,1,195.1219512
1285,2,189.3491124
1285,3,176.7955801
2004,1,165.8031088
2004,2,162.4365482
2004,3,164.9484536
2023,1,244.2748092
2023,2,150.2347418
2023,3,237.037037
2031,1,161.6161616
2031,2,186.0465116
2031,3,187.1345029
2087,1,173.9130435
2087,2,160.8040201
2087,3,164.1025641
2093,1,169.3121693
2093,2,142.8571429
2093,3,219.9312715
2100,1,211.9205298
2100,2,231.884058
2100,3,165.8031088
2112,1,157.635468
2112,2,197.5308642
2112,3,172.0430108
2159,1,293.5779817
2159,2,182.8571429
2159,3,164.1025641
2179,1,182.8571429
2179,2,146.7889908
2179,3,206.4516129
2190,1,172.0430108
2190,2,210.5263158
2190,3,225.3521127
2219,1,225.3521127
2219,2,162.4365482
2219,3,288.2882883
2236,2,170.212766
2236,3,184.9710983
2257,1,170.212766
2257,2,197.5308642
2257,3,180.7909605
2266,1,183.908046
2266,1,172.0430108
2266,2,94.39528024
