"Plot","Repeat","A_maxCO2","CO2"
2295,3,26.0407315579374,1249.99
2079,1,36.1724703451663,1250.31
1103,3,30.1588296726929,1250.29
2119,3,35.0119598071141,1250.12
1223,3,34.6430985507247,1250.07
1303,1,36.2262574149251,1250.07
2135,2,33.0529832796049,1250.11
2263,1,32.5550836184091,1249.96
1133,2,23.411380174991,1250.25
1013,2,24.7603555782347,1250.29
2202,2,12.9651596667132,1249.94
2318,3,27.3296708571665,1250.14
1186,3,17.9206888945418,1249.95
1077,3,22.2134333605156,1250.2
1005,3,35.4041833929947,1250.26
2179,1,39.2013326539115,1250.12
1226,1,34.8366222442685,1250.06
1095,1,33.0962156198112,1250.31
1127,3,21.4057089192065,1250.49
1048,1,35.3031255713525,1250.22
1222,1,26.0072965365793,1250.14
2159,3,34.092141035757,1250.04
1025,1,43.068932103243,1250.05
1167,1,32.502089277346,1250.16
2099,2,23.6703283703584,1250.22
1068,2,21.9121131552453,1250.01
1061,1,41.3915751523625,1250.16
1187,2,35.6143289174489,1250.24
1289,2,17.1085923075419,1250.3
2101,1,23.0560733318276,1249.99
1206,1,47.744908230202,1250.08
2167,2,23.4950800334529,1249.92
1279,3,17.6087649375465,1250.25
1102,1,40.0191720932716,1249.95
1044,2,30.841849115558,1249.94
2103,1,25.1215585392954,1250.24
2039,3,20.8634673740462,1250.11
2282,2,19.5582506038916,1250.18
1213,3,16.7290580439629,1249.85
1006,2,8.72287076821678,1250.07
2205,2,36.6184202224606,1249.91
1238,2,35.3578820778246,1249.93
1143,3,31.6748996509837,1250.22
2054,2,47.8649376532047,1250.08
1083,2,34.4002339211271,1250.19
2158,2,34.2469616053424,1250.27
