Plot,Repeat,NPQ_ind_amp,NPQ_ind_rate,NPQ_rel_amp,NPQ_rel_rate,NPQ_rel_res,phiPSII_ind_amp,phiPSII_ind_rate,phiPSII_ind_res,NPQ_ind_linear,maxNPQ,endNPQ,endFvFm,initialFvFm
1007,1,2.981625051,0.016283841,2.813312089,0.015538143,0.234174008,0.287111853,0.01178653,0.441059343,0.0373,3.05,0.23,0.73,0.77
,,,,,,,,,,,,,,
1007,2,2.266166465,0.014364019,2.111001265,0.023153799,0.189306286,0.239523819,0.01842434,0.500966667,0.0216,2.32,0.19,0.74,0.77
,,,,,,,,,,,,,,
1007,3,2.857652584,0.012134507,2.651347471,0.023373287,0.231513356,0.259258667,0.016895134,0.511552476,0.0268,2.94,0.21,0.77,0.8
,,,,,,,,,,,,,,
1008,1,3.19799715,0.010420048,2.909049751,0.021375189,0.202526121,0.29228512,0.014615119,0.446412752,0.0323,3.23,0.17,0.74,0.77
,,,,,,,,,,,,,,
1008,2,3.004535715,0.011320347,2.774750853,0.028741454,0.218455956,0.274603798,0.019986738,0.465133644,0.0279,3.06,0.18,0.74,0.77
,,,,,,,,,,,,,,
1008,3,2.834879965,0.014098096,2.640707293,0.02682137,0.190724846,0.270417938,0.01936373,0.47383628,0.0329,2.89,0.17,0.74,0.77
,,,,,,,,,,,,,,
1009,1,2.677020233,0.007111913,2.313585083,0.035616035,0.259543521,0.238677886,0.0253859,0.5173968,0.0118,2.63,0.19,0.76,0.79
,,,,,,,,,,,,,,
1009,2,1.779035819,0.008488848,1.53498018,0.034600892,0.206927141,0.180973318,0.027579512,0.564331569,0.0113,1.78,0.15,0.75,0.78
,,,,,,,,,,,,,,
1009,3,1.553690755,0.011358184,1.40938997,0.027220852,0.156546935,0.189380082,0.01908918,0.484244152,0.0145,1.59,0.13,0.68,0.7
,,,,,,,,,,,,,,
1010,1,2.140192146,0.010127926,1.914759883,0.023473268,0.215330444,0.221687302,0.018383015,0.516961776,0.0162,2.19,0.17,0.74,0.77
,,,,,,,,,,,,,,
1010,2,2.342564166,0.012270318,2.148083587,0.021391255,0.194645521,0.232274458,0.015959046,0.524509329,0.0223,2.41,0.16,0.76,0.79
,,,,,,,,,,,,,,
1010,3,2.397821991,0.011750351,2.247929669,0.018547849,0.16402345,0.248121129,0.014337108,0.502315129,0.0219,2.46,0.14,0.75,0.78
,,,,,,,,,,,,,,
1011,1,2.596278871,0.016051828,2.412356801,0.024517458,0.258288731,0.26484646,0.015330736,0.377235606,0.035,2.74,0.19,0.65,0.68
,,,,,,,,,,,,,,
1011,2,2.979138526,0.011775377,2.761419329,0.017542498,0.191377758,0.282963285,0.01281559,0.469776544,0.0236,3,0.17,0.75,0.78
,,,,,,,,,,,,,,
1012,1,2.68169677,0.009566741,2.444001984,0.025990482,0.173744361,0.256666292,0.018839457,0.50579491,0.0192,2.68,0.12,0.77,0.79
,,,,,,,,,,,,,,
1012,2,2.753556224,0.013366276,2.540026381,0.023956567,0.177935632,0.270141568,0.017428623,0.476066474,0.0289,2.78,0.14,0.75,0.77
,,,,,,,,,,,,,,
1012,3,2.626766788,0.009655713,2.422755282,0.030390997,0.179441142,0.255066744,0.021152581,0.493736111,0.0216,2.65,0.14,0.75,0.78
,,,,,,,,,,,,,,
1013,1,2.210752355,0.008250662,1.871546498,0.028669925,0.289253542,0.201505233,0.02169063,0.557452002,0.0187,2.22,0.19,0.77,0.8
,,,,,,,,,,,,,,
1013,2,2.625875535,0.003897154,1.914634741,0.037240717,0.353925389,0.200573179,0.028235512,0.546573005,0.0087,2.31,0.27,0.76,0.8
,,,,,,,,,,,,,,
1013,3,2.420949241,0.006164704,2.032248861,0.029122067,0.263565605,0.214783521,0.02338319,0.536623266,0.0149,2.34,0.2,0.76,0.79
,,,,,,,,,,,,,,
1014,1,2.574763599,0.003636988,2.011056533,0.045598309,0.209675558,0.221967821,0.037531085,0.530508407,0.0069,2.23,0.19,0.76,0.79
,,,,,,,,,,,,,,
1014,2,2.667465688,0.006290658,2.337007435,0.047732739,0.216191469,0.24889647,0.038066375,0.489730043,0.0105,2.56,0.18,0.74,0.77
,,,,,,,,,,,,,,
1014,3,2.859422718,0.005097202,2.397322205,0.04772145,0.246570232,0.238562973,0.035744902,0.511878332,0.0087,2.66,0.2,0.76,0.79
,,,,,,,,,,,,,,
1015,1,1.914476419,0.010155972,1.705196959,0.034526008,0.22734409,0.186663408,0.028703962,0.58237989,0.0157,1.95,0.23,0.77,0.8
,,,,,,,,,,,,,,
1015,2,3.087809704,0.005571339,2.671278505,0.02513355,0.179322621,0.274408313,0.019492503,0.490723398,0.0075,2.88,0.15,0.77,0.79
,,,,,,,,,,,,,,
1015,3,2.26838453,0.005361192,1.853667923,0.054475528,0.243300449,0.187185708,0.043205881,0.594419911,0.0087,2.12,0.15,0.79,0.82
,,,,,,,,,,,,,,
1016,1,2.572377148,0.012320639,2.413508589,0.02993647,0.16816221,0.267756526,0.022634924,0.450853738,0.023,2.59,0.14,0.72,0.75
,,,,,,,,,,,,,,
1016,2,3.428022793,0.006706104,3.043805488,0.025303541,0.227731306,0.296895769,0.01903759,0.459033011,0.015,3.28,0.18,0.76,0.79
,,,,,,,,,,,,,,
1016,3,2.70730628,0.012690932,2.516994458,0.027586527,0.197551023,0.263462891,0.020652163,0.480768551,0.0253,2.74,0.16,0.75,0.78
,,,,,,,,,,,,,,
1017,1,2.810862305,0.007921679,2.512942242,0.023385133,0.237686942,0.255511651,0.019352273,0.49782129,0.0126,2.76,0.26,0.75,0.79
,,,,,,,,,,,,,,
1017,2,3.155596939,0.008143554,2.84468741,0.017409275,0.187408664,0.284862186,0.013231494,0.488169506,0.0151,3.05,0.2,0.77,0.8
,,,,,,,,,,,,,,
1017,3,2.907039224,0.008346956,2.668747123,0.021824404,0.192572483,0.271401046,0.017685555,0.497919193,0.0143,2.89,0.21,0.77,0.8
,,,,,,,,,,,,,,
1018,1,2.569094266,0.005896962,2.181375,0.037231549,0.262147269,0.21286626,0.028091512,0.572863537,0.0174,2.47,0.22,0.79,0.82
,,,,,,,,,,,,,,
1018,2,3.007027781,0.004616945,2.374847998,0.023627031,0.23584141,0.237586009,0.017293204,0.540161537,0.0111,2.73,0.18,0.78,0.81
,,,,,,,,,,,,,,
1018,3,2.725843625,0.00661081,2.242102137,0.030320411,0.284049552,0.222010359,0.021972902,0.549866354,0.0142,2.61,0.21,0.78,0.81
,,,,,,,,,,,,,,
1019,1,2.061445077,0.003104734,1.409605442,0.02978663,0.253678249,0.182466322,0.024538322,0.476003672,0.0052,1.7,0.21,0.67,0.71
,,,,,,,,,,,,,,
1019,2,2.940448014,0.007808608,2.6040162,0.037237755,0.258937392,0.249983416,0.027703766,0.533828091,0.0192,2.9,0.21,0.79,0.82
,,,,,,,,,,,,,,
1019,3,2.967801281,0.00828211,2.709294275,0.035800368,0.216909482,0.2560375,0.026741938,0.523714177,0.019,2.96,0.18,0.78,0.81
,,,,,,,,,,,,,,
1020,1,2.8065717,0.013305268,2.363203281,0.012387221,0.389910049,0.238552551,0.009193267,0.482008773,0.0328,2.88,0.32,0.73,0.78
,,,,,,,,,,,,,,
1020,2,2.666642073,0.006396933,2.199359722,0.026652181,0.295569934,0.210305468,0.020961366,0.576501577,0.0136,2.56,0.25,0.79,0.83
,,,,,,,,,,,,,,
1020,3,2.536408438,0.006769616,2.091576171,0.02321345,0.299571706,0.204103328,0.018020908,0.565529812,0.0137,2.46,0.27,0.77,0.81
,,,,,,,,,,,,,,
1021,1,3.159985814,0.006806013,2.809772983,0.035771914,0.227009936,0.258986121,0.025717839,0.537252061,0.0142,3.1,0.19,0.8,0.82
,,,,,,,,,,,,,,
1021,2,3.186687962,0.0049598,2.725535986,0.048248931,0.253434323,0.256434007,0.033441214,0.50854977,0.0135,3.02,0.17,0.77,0.8
,,,,,,,,,,,,,,
1021,3,2.990978331,0.007967188,2.690697751,0.038846546,0.208188147,0.264111769,0.025579727,0.510248624,0.0166,2.97,0.12,0.78,0.8
,,,,,,,,,,,,,,
1022,1,2.820319211,0.007077031,2.591529655,0.035141319,0.246911142,0.251529032,0.027120746,0.508894234,0.021,2.85,0.22,0.76,0.8
,,,,,,,,,,,,,,
1022,2,3.510612418,0.008216203,3.241205424,0.040766563,0.256966663,0.29923559,0.029873318,0.458985895,0.0256,3.51,0.23,0.76,0.79
,,,,,,,,,,,,,,
1022,3,2.638946206,0.006609386,2.321301181,0.032541925,0.25927598,0.237085286,0.023804913,0.510650448,0.0168,2.6,0.22,0.75,0.79
,,,,,,,,,,,,,,
1023,1,3.004848994,0.006572687,2.636988957,0.044337803,0.255645095,0.245668145,0.029610564,0.538387605,0.0133,2.95,0.18,0.79,0.81
,,,,,,,,,,,,,,
1023,2,2.797575908,0.005077642,2.323667492,0.045516785,0.269241167,0.234125017,0.031519089,0.531052525,0.0145,2.65,0.15,0.78,0.8
,,,,,,,,,,,,,,
1023,3,2.754517748,0.007064517,2.320702874,0.042791902,0.323485154,0.221660012,0.02515569,0.556003851,0.0116,2.72,0.19,0.79,0.81
,,,,,,,,,,,,,,
1024,1,2.779959384,0.006456022,2.495890433,0.030428112,0.187740234,0.231960715,0.02521124,0.577100077,0.0122,2.67,0.15,0.81,0.83
,,,,,,,,,,,,,,
1024,2,2.808856317,0.009076061,2.426062864,0.020162234,0.242699901,0.251081661,0.014130043,0.504259228,0.0197,2.81,0.18,0.76,0.79
,,,,,,,,,,,,,,
1024,3,2.665497427,0.007656885,2.391396169,0.023660285,0.222022957,0.248617277,0.016960688,0.496552785,0.0185,2.67,0.16,0.75,0.78
,,,,,,,,,,,,,,
1025,1,3.180245139,0.0079601,2.990567821,0.019060497,0.203878666,0.295426621,0.014351977,0.451831029,0.0224,3.18,0.19,0.75,0.78
,,,,,,,,,,,,,,
1025,2,2.213297223,0.015781833,2.157016692,0.018623038,0.188655645,0.251999707,0.01447002,0.453801684,0.0271,2.33,0.18,0.71,0.74
,,,,,,,,,,,,,,
1025,3,3.254878621,0.007117604,2.866020305,0.036078379,0.244792617,0.270606298,0.026095024,0.485761672,0.0151,3.17,0.18,0.76,0.79
,,,,,,,,,,,,,,
1027,1,2.363431555,0.012901457,2.15690138,0.025427107,0.193603118,0.221072009,0.019346829,0.566830208,0.0264,2.4,0.15,0.79,0.81
,,,,,,,,,,,,,,
1027,2,2.194156102,0.013252381,2.009953487,0.028455738,0.191749037,0.227754775,0.020486125,0.521276066,0.0251,2.23,0.16,0.75,0.78
,,,,,,,,,,,,,,
1027,3,2.415198412,0.011277966,2.09254728,0.027864722,0.239049936,0.209047763,0.019783279,0.573607722,0.022,2.44,0.16,0.79,0.81
,,,,,,,,,,,,,,
1029,1,2.768189429,0.007274989,2.453992136,0.042224701,0.234064545,0.247412085,0.03103719,0.516724245,0.0116,2.73,0.17,0.77,0.8
,,,,,,,,,,,,,,
1029,2,2.678432457,0.009090605,2.402314927,0.038081035,0.237817189,0.257093947,0.026995288,0.477042814,0.0183,2.69,0.16,0.74,0.77
,,,,,,,,,,,,,,
1029,3,2.661103537,0.00828143,2.405302656,0.03305826,0.218795762,0.24241618,0.024434834,0.522498265,0.0127,2.65,0.18,0.77,0.8
,,,,,,,,,,,,,,
1030,1,2.277741322,0.012874758,2.099447936,0.03055862,0.22721443,0.221577679,0.024568158,0.541213536,0.0228,2.34,0.2,0.77,0.8
,,,,,,,,,,,,,,
1030,2,2.304690885,0.012702031,2.090934734,0.034327958,0.256900715,0.215483041,0.026941586,0.54091069,0.0208,2.37,0.22,0.76,0.8
,,,,,,,,,,,,,,
1030,3,2.544299604,0.010115323,2.270276662,0.030851493,0.246943345,0.234163512,0.024523215,0.532984647,0.0163,2.54,0.2,0.77,0.8
,,,,,,,,,,,,,,
1031,1,2.537271365,0.009749941,2.384128398,0.030065055,0.180558922,0.251840035,0.022613976,0.517036624,0.0184,2.56,0.17,0.77,0.79
,,,,,,,,,,,,,,
1031,2,2.623942482,0.01175971,2.517968787,0.028156742,0.175016393,0.26255954,0.02124176,0.497028282,0.0243,2.68,0.17,0.76,0.78
,,,,,,,,,,,,,,
1031,3,2.596444015,0.009510021,2.440615101,0.025610095,0.173150287,0.255732347,0.020934207,0.51696613,0.0208,2.61,0.16,0.77,0.8
,,,,,,,,,,,,,,
1032,1,2.229003792,0.014130774,2.050220045,0.028623966,0.211629733,0.213788467,0.021119722,0.558191926,0.0245,2.33,0.17,0.77,0.8
,,,,,,,,,,,,,,
1032,2,2.269401738,0.007716169,2.034905596,0.04203223,0.198979685,0.220307937,0.03328036,0.553720651,0.0111,2.26,0.16,0.78,0.8
,,,,,,,,,,,,,,
1032,3,3.125606685,0.005466197,2.7261502,0.035891911,0.24531987,0.251293446,0.025331781,0.52910388,0.0164,3.04,0.15,0.79,0.81
,,,,,,,,,,,,,,
1033,1,2.424682186,0.010325551,2.26311014,0.026018085,0.187410519,0.243811752,0.021284189,0.518356947,0.0187,2.45,0.18,0.76,0.79
,,,,,,,,,,,,,,
1033,2,2.405046071,0.010182033,2.300765722,0.019032615,0.22401404,0.232502393,0.01518091,0.550619178,0.0235,2.47,0.24,0.78,0.81
,,,,,,,,,,,,,,
1033,3,2.527933151,0.01047872,2.176845778,0.021706531,0.249106072,0.221004663,0.015267048,0.559305052,0.0249,2.59,0.17,0.79,0.81
,,,,,,,,,,,,,,
1034,2,2.63609926,0.009741277,2.305578081,0.028080335,0.247551442,0.230052571,0.019674046,0.55208319,0.0204,2.64,0.17,0.79,0.81
,,,,,,,,,,,,,,
1034,3,1.809937395,0.009914915,1.648487133,0.013208496,0.226789949,0.192939514,0.010704624,0.552860804,0.0205,1.94,0.21,0.75,0.78
,,,,,,,,,,,,,,
1035,1,2.636173194,0.00958944,2.394223561,0.023924818,0.212710168,0.246516376,0.017922937,0.509275273,0.0184,2.63,0.19,0.76,0.79
,,,,,,,,,,,,,,
1035,2,2.090808998,0.007509316,1.927283409,0.024287874,0.14105849,0.22178081,0.018870601,0.520475221,0.0124,2.08,0.13,0.74,0.77
,,,,,,,,,,,,,,
1035,3,2.559564443,0.016391589,2.376978251,0.013252344,0.234633416,0.269230358,0.009646667,0.412691457,0.034,2.63,0.21,0.68,0.72
,,,,,,,,,,,,,,
1036,1,2.303463906,0.007160916,2.020620318,0.026655704,0.203391418,0.219930881,0.019616357,0.533863474,0.0104,2.26,0.15,0.76,0.78
,,,,,,,,,,,,,,
1036,2,2.619065064,0.013225337,2.336738871,0.020500006,0.19342364,0.241727046,0.014906114,0.533970643,0.0268,2.68,0.13,0.78,0.8
,,,,,,,,,,,,,,
1036,3,2.399789725,0.007086788,2.138875563,0.031649111,0.178541971,0.231334756,0.025345141,0.535183937,0.0126,2.36,0.13,0.77,0.79
,,,,,,,,,,,,,,
1037,1,2.72854751,0.01587922,2.499923404,0.01443237,0.210937674,0.262147315,0.010692669,0.486762052,0.0334,2.83,0.17,0.75,0.78
,,,,,,,,,,,,,,
1037,2,2.498420916,0.012122832,2.274736791,0.011512867,0.286011617,0.245971392,0.009077524,0.462603078,0.029,2.65,0.29,0.71,0.76
,,,,,,,,,,,,,,
1037,3,2.920619167,0.008166958,2.593219617,0.022924446,0.276349097,0.273107786,0.01518721,0.423154337,0.027,3,0.22,0.7,0.74
,,,,,,,,,,,,,,
1038,1,2.371726257,0.010989884,2.145127769,0.016555017,0.230514637,0.242540667,0.012867613,0.47472637,0.0239,2.45,0.19,0.72,0.76
,,,,,,,,,,,,,,
1038,2,2.668180414,0.012351606,2.360652284,0.016671745,0.26169567,0.243549843,0.013094237,0.525598121,0.0257,2.72,0.24,0.77,0.8
,,,,,,,,,,,,,,
1038,3,2.807636632,0.010144881,2.483934129,0.02200308,0.23748826,0.24039556,0.015628716,0.535296863,0.0227,2.87,0.18,0.78,0.81
,,,,,,,,,,,,,,
1039,1,2.375838763,0.008729897,2.103996987,0.035493129,0.229924669,0.218501639,0.028961816,0.551046559,0.0176,2.35,0.19,0.77,0.8
,,,,,,,,,,,,,,
1039,2,2.361898146,0.008514959,2.134079203,0.043220934,0.220628695,0.227204623,0.033769225,0.534586977,0.02,2.38,0.17,0.77,0.79
,,,,,,,,,,,,,,
1039,3,1.943913066,0.00784554,1.688348782,0.040166328,0.240049809,0.19004838,0.032303409,0.562587576,0.0153,1.95,0.21,0.75,0.79
,,,,,,,,,,,,,,
1040,1,2.773263582,0.005968949,2.330527463,0.042218712,0.340694619,0.229341558,0.034755591,0.531033936,0.0126,2.68,0.34,0.76,0.81
,,,,,,,,,,,,,,
1040,2,2.639981576,0.008089104,2.355553212,0.039489093,0.275208562,0.233199429,0.031098491,0.533262918,0.0179,2.66,0.23,0.77,0.8
,,,,,,,,,,,,,,
1040,3,2.723264661,0.011574513,2.514525027,0.03050856,0.258792006,0.244466529,0.022669985,0.533485411,0.0276,2.81,0.23,0.78,0.81
,,,,,,,,,,,,,,
1041,1,2.399815827,0.019101824,2.128543978,0.01750139,0.274879554,0.23385079,0.013609938,0.496011658,0.0335,2.48,0.23,0.73,0.77
,,,,,,,,,,,,,,
1041,2,2.765834924,0.025887733,2.443525945,0.013802345,0.302163582,0.258397295,0.009661584,0.441353033,0.0487,2.88,0.22,0.71,0.75
,,,,,,,,,,,,,,
1041,3,2.700131053,0.015310475,2.49210076,0.01648529,0.251142284,0.265847897,0.012996148,0.456937057,0.0316,2.77,0.23,0.72,0.76
,,,,,,,,,,,,,,
1042,1,2.053332217,0.010236446,1.819581163,0.025446733,0.275455425,0.221915271,0.019438514,0.464963544,0.0212,2.15,0.25,0.69,0.73
,,,,,,,,,,,,,,
1042,2,1.848057824,0.014575597,1.639251116,0.028397076,0.24364695,0.202374137,0.022035477,0.515256339,0.0225,1.92,0.22,0.72,0.76
,,,,,,,,,,,,,,
1042,3,2.093799388,0.010085003,1.921796482,0.029729176,0.170706139,0.233044931,0.02272049,0.478482445,0.0165,2.1,0.17,0.71,0.74
,,,,,,,,,,,,,,
1043,1,2.461228244,0.014272446,2.186907172,0.022209808,0.206784933,0.232453184,0.01644523,0.517749731,0.0248,2.48,0.18,0.75,0.78
,,,,,,,,,,,,,,
1043,2,2.840558911,0.007745543,2.537317821,0.028029956,0.240113854,0.255934726,0.020359739,0.50229003,0.0168,2.81,0.2,0.76,0.79
,,,,,,,,,,,,,,
1043,3,2.404664979,0.008789907,2.055185784,0.028493888,0.262621105,0.215460023,0.019904533,0.549933966,0.0133,2.4,0.2,0.77,0.8
,,,,,,,,,,,,,,
1044,1,2.351871992,0.007676252,2.123247083,0.023279299,0.194356485,0.246458873,0.017927256,0.474862219,0.0142,2.31,0.18,0.72,0.75
,,,,,,,,,,,,,,
1044,2,2.361400834,0.007792144,2.09912268,0.024402779,0.174163622,0.234020382,0.018798055,0.523039008,0.0111,2.31,0.13,0.76,0.78
,,,,,,,,,,,,,,
1044,3,2.664667528,0.007670848,2.351751423,0.022859931,0.187769426,0.253214099,0.017028413,0.495434128,0.0163,2.6,0.14,0.75,0.78
,,,,,,,,,,,,,,
1045,1,2.950077069,0.007669465,2.582253493,0.031101456,0.218471979,0.252291524,0.019918532,0.522384415,0.0162,2.9,0.13,0.78,0.8
,,,,,,,,,,,,,,
1045,2,2.352833224,0.00817857,2.030500874,0.030652556,0.239058452,0.223923023,0.02125705,0.510630284,0.0173,2.34,0.17,0.74,0.77
,,,,,,,,,,,,,,
1045,3,2.804335997,0.006412503,2.472056954,0.032759463,0.222860286,0.253049802,0.023795338,0.48436759,0.0139,2.73,0.19,0.74,0.77
,,,,,,,,,,,,,,
1046,1,3.322410848,0.006342532,2.798908088,0.022946156,0.273778245,0.261931985,0.015349081,0.506938643,0.0231,3.25,0.19,0.77,0.8
,,,,,,,,,,,,,,
1046,2,3.192251052,0.006261453,2.701514389,0.030501373,0.286567434,0.250645135,0.020181356,0.514198245,0.0221,3.11,0.2,0.77,0.8
,,,,,,,,,,,,,,
1046,3,3.191910843,0.006005608,2.685984996,0.03239528,0.276251289,0.248719502,0.023309391,0.548286802,0.0146,3.04,0.2,0.8,0.83
,,,,,,,,,,,,,,
1047,2,2.653520983,0.008137099,2.477619681,0.024776066,0.214133578,0.267516867,0.016472701,0.439097398,0.0266,2.78,0.15,0.71,0.74
,,,,,,,,,,,,,,
1047,3,3.429928393,0.004206322,2.776099113,0.029647148,0.322251252,0.275954346,0.019822929,0.401162259,0.0203,3.13,0.27,0.68,0.73
,,,,,,,,,,,,,,
1048,1,2.519719813,0.00628646,2.238015377,0.037695676,0.265947242,0.232160466,0.029161867,0.519243034,0.0104,2.51,0.27,0.75,0.79
,,,,,,,,,,,,,,
1048,2,2.693330037,0.008591926,2.466769849,0.028632841,0.202312045,0.255066746,0.021152583,0.503736107,0.0193,2.71,0.19,0.76,0.79
,,,,,,,,,,,,,,
1048,3,2.872239933,0.00515471,2.457612234,0.029776051,0.219817809,0.256026462,0.023178541,0.511970862,0.0124,2.71,0.17,0.77,0.8
,,,,,,,,,,,,,,
1049,1,2.150805115,0.00937239,1.883582034,0.02541325,0.256993417,0.22510966,0.01807455,0.434007968,0.0194,2.18,0.22,0.66,0.71
,,,,,,,,,,,,,,
1049,2,2.374188018,0.016278377,2.161181561,0.028201478,0.25277833,0.234895532,0.021488118,0.485629454,0.033,2.46,0.21,0.73,0.76
,,,,,,,,,,,,,,
1049,3,2.159878897,0.018217107,1.971589966,0.027872918,0.233315335,0.220197037,0.020290769,0.498143868,0.0326,2.27,0.19,0.72,0.76
,,,,,,,,,,,,,,
1050,1,2.526078991,0.014361177,2.293353523,0.021689367,0.235120502,0.25044856,0.01676721,0.461279714,0.0282,2.58,0.22,0.71,0.75
,,,,,,,,,,,,,,
1050,2,2.647523713,0.011506465,2.31712574,0.018988504,0.231815774,0.244118766,0.014065676,0.521287431,0.0249,2.68,0.18,0.77,0.8
,,,,,,,,,,,,,,
1050,3,2.379121856,0.015509905,2.174015356,0.032788866,0.195494119,0.229852385,0.024038544,0.516825079,0.027,2.42,0.16,0.75,0.78
,,,,,,,,,,,,,,
1051,1,2.76062698,0.006410259,2.290734733,0.025633232,0.224999886,0.226347167,0.018426559,0.560261431,0.0085,2.62,0.15,0.79,0.82
,,,,,,,,,,,,,,
1051,3,2.716899765,0.011220476,2.536493551,0.02050781,0.182355402,0.268454933,0.014766423,0.479715458,0.024,2.75,0.15,0.75,0.77
,,,,,,,,,,,,,,
1052,1,2.803044311,0.009398924,2.653062466,0.020021443,0.178429906,0.267305229,0.015438273,0.505276139,0.0229,2.83,0.16,0.77,0.8
,,,,,,,,,,,,,,
1052,2,2.998960351,0.01516029,2.906026601,0.014337934,0.136364467,0.285495833,0.011403795,0.502550905,0.0369,3.05,0.13,0.79,0.81
,,,,,,,,,,,,,,
1052,3,2.579618366,0.015810893,2.466810024,0.012603181,0.153292811,0.263963622,0.010068088,0.498353337,0.0323,2.69,0.15,0.76,0.79
,,,,,,,,,,,,,,
1053,1,2.851385679,0.007616175,2.681946943,0.034392833,0.14810877,0.263099621,0.027388928,0.51754661,0.0175,2.82,0.12,0.78,0.8
,,,,,,,,,,,,,,
1053,2,3.089390027,0.004259182,2.559022428,0.031301639,0.235641559,0.252211809,0.025509553,0.527068479,0.013,2.79,0.21,0.78,0.81
,,,,,,,,,,,,,,
1053,3,3.102910092,0.006488332,2.818921995,0.037797005,0.18562509,0.275045404,0.030586778,0.509084733,0.0193,3.01,0.15,0.79,0.81
,,,,,,,,,,,,,,
1054,1,2.284561652,0.008572841,2.031603451,0.043506824,0.222195909,0.227215305,0.031319807,0.516606036,0.0122,2.29,0.15,0.75,0.78
,,,,,,,,,,,,,,
1054,2,2.456882605,0.009013827,2.168962568,0.040986773,0.259097906,0.226556554,0.029284502,0.527878079,0.0151,2.47,0.2,0.76,0.79
,,,,,,,,,,,,,,
1054,3,2.219464496,0.010082581,2.012855355,0.053071716,0.22476933,0.21924602,0.042483589,0.523158953,0.0158,2.26,0.15,0.75,0.78
,,,,,,,,,,,,,,
1055,2,2.551562648,0.007043236,2.255765187,0.032062851,0.256225845,0.239517486,0.023915342,0.505359994,0.0158,2.55,0.24,0.74,0.78
,,,,,,,,,,,,,,
1055,3,2.62280627,0.008938311,2.263868799,0.031981266,0.31487003,0.229864815,0.022721252,0.507488556,0.0164,2.64,0.27,0.74,0.78
,,,,,,,,,,,,,,
1056,1,2.578449512,0.009351993,2.252109048,0.016554906,0.269512367,0.243776021,0.011370368,0.4678155,0.023,2.63,0.21,0.72,0.75
,,,,,,,,,,,,,,
1057,1,2.579779533,0.014004649,2.384811832,0.029262852,0.25128503,0.248428647,0.021495896,0.504651546,0.0298,2.67,0.2,0.76,0.79
,,,,,,,,,,,,,,
1057,2,2.774484959,0.013374597,2.611503786,0.033682423,0.232236597,0.261767224,0.02493808,0.485121749,0.0347,2.89,0.19,0.75,0.78
,,,,,,,,,,,,,,
1057,3,2.199327538,0.010393698,2.006405403,0.023568079,0.271547695,0.210465249,0.01815369,0.551940133,0.024,2.31,0.23,0.77,0.8
,,,,,,,,,,,,,,
