Plot,Repeat,Vpmax,Vmax,SL,a400,gsw,Vpmax.Vmax,iWUE
1079,3,57.07205981,31.36423746,0.208251663,24.09665369,0.150245822,0.549555029,160.3815228
1081,1,100.1734072,46.45718827,0.258065265,33.61065476,0.20291487,0.463767676,165.63919
1081,2,107.9871009,43.62245909,0.251275164,32.3483206,0.187109717,0.403959906,172.8842369
1081,3,90.23183915,43.35544114,0.142298591,36.08738715,0.240288582,0.480489388,150.1835285
1082,2,106.7530402,52.29992823,0.227702267,39.54509854,0.257460626,0.489915118,153.5966845
1088,1,131.1255804,46.72223188,0.14240074,39.54346663,0.246043849,0.356316683,160.7171521
1088,3,98.19927531,54.33794415,0.200011181,39.1149885,0.270586935,0.553343637,144.5560871
1093,1,101.5707717,41.74562217,0.212496407,32.44903889,0.19643136,0.411000345,165.1927616
1093,2,106.9479144,40.68582578,0.200139895,32.34242537,0.1889972,0.380426547,171.1264793
1093,3,100.8162297,43.8353301,0.27717502,31.65230601,0.181955995,0.434804299,173.9558298
1095,1,105.6822479,41.77153104,0.229883705,31.53058198,0.182399945,0.395255891,172.8650847
1095,2,85.28801929,44.90128351,0.226329845,33.51919785,0.21833071,0.526466482,153.524888
1095,3,72.6897225,45.94094186,0.267057789,31.0289599,0.199333783,0.632014269,155.6633274
1096,1,52.24233028,34.70428193,0.207092425,25.28136021,0.177906211,0.664294294,142.1049896
1096,2,64.26428524,40.45690271,0.327683891,25.38469834,0.157315166,0.629539449,161.3620542
1100,1,155.9203828,46.34820907,0.19780201,36.84939176,0.206784327,0.297255614,178.202054
1100,2,99.86640881,53.45578864,0.201644362,41.70984382,0.295933157,0.535272964,140.9434625
1100,3,150.2328059,55.65951618,0.209374687,43.61965596,0.271501851,0.370488429,160.6606208
1101,1,83.60864132,42.37175593,0.098908424,36.70512328,0.27707466,0.506786802,132.4737645
1101,2,80.95414522,44.80284725,0.196448295,34.40337768,0.235327034,0.553434875,146.1939035
1101,3,88.36047411,42.38217669,0.160993618,34.64529906,0.228462776,0.479650852,151.6452687
1106,1,116.1801805,45.93191005,0.080900788,41.29759621,0.307014495,0.395350652,134.5135062
1106,2,145.9165347,40.81062453,0.102652319,36.36541715,0.228910503,0.279684716,158.8630345
1106,3,113.356582,40.06591922,0.103961219,35.15805017,0.250022736,0.353450311,140.6194122
1108,1,82.19182701,45.27168021,0.221015325,33.42069269,0.225992233,0.550805133,147.8842537
1108,2,66.67425515,39.55952545,0.243667891,27.69351904,0.180352904,0.593325345,153.5518331
1108,3,83.56180866,44.37620697,0.307995762,28.89219542,0.173724893,0.531058479,166.3100487
1110,1,78.76409785,41.48824477,0.197098485,32.13019047,0.210896273,0.526740557,152.3506794
1110,2,60.64143632,40.51371302,0.243705734,28.03473169,0.194023112,0.668086303,144.4917123
1110,3,103.8888544,40.18820631,0.163079936,33.80789891,0.199446278,0.386838478,169.5087985
1111,1,36.76577262,17.89297635,0.145170109,14.40218217,0.085015175,0.486674836,169.4071926
1113,2,47.49355939,42.31753173,0.446562279,21.00370392,0.12880168,0.891016219,163.0701082
1113,3,85.69448483,49.34136066,0.261319311,35.03954433,0.233235662,0.575782219,150.232362
1117,1,77.95981636,38.90488055,0.194518935,31.16606205,0.194751338,0.499037611,160.0300281
1117,3,195.056401,49.64340869,0.171826022,40.63337999,0.241863122,0.25450797,168.0015525
1122,1,63.56314703,36.21521377,0.337150373,22.6364817,0.131822485,0.569751742,171.7194272
1122,2,69.0061848,40.12173102,0.279506968,27.00847986,0.169297054,0.581422247,159.5330761
1122,3,57.62624341,30.81223649,0.335874835,19.8133608,0.110108687,0.534691048,179.9436667
1129,1,103.9172076,31.09301267,0.12754997,26.84724535,0.148713417,0.299209471,180.5300815
1129,2,71.78247931,41.8150384,0.235281846,30.4096686,0.199406043,0.582524298,152.5012392
1129,3,70.13730454,35.39913851,0.148322413,28.89761937,0.186487499,0.504711989,154.9574073
1137,1,86.71691194,37.78555309,0.302223672,25.71661841,0.144737799,0.435734533,177.67728
1137,2,60.56385908,33.01514943,0.289582732,22.15124527,0.134262037,0.545129553,164.9851724
1137,3,65.7736701,31.42156634,0.152982945,25.81123815,0.162916479,0.477722564,158.4323345
1138,1,70.34986925,40.69531115,0.115638113,34.21319016,0.279631062,0.578470317,122.3511791
1138,2,80.44933064,41.68141702,0.128791095,34.95577286,0.248810916,0.518107692,140.4913151
1138,3,107.1959892,45.50818413,0.156778929,37.41883915,0.24907203,0.424532527,150.2330033
1140,2,125.6363038,48.58214007,0.288454779,34.33861819,0.196053666,0.386688709,175.1490746
1140,3,119.1274934,54.27720353,0.360672865,33.98792494,0.194369303,0.455622812,174.8626165
1144,1,67.32688589,48.22754507,0.210290474,35.82225776,0.302964664,0.71631926,118.2390624
1144,2,97.86506645,53.93312114,0.324290296,34.5967093,0.214428598,0.551096761,161.3437274
1144,3,79.79206243,41.15260359,0.192713416,32.26649778,0.209925451,0.515748087,153.704554
1147,1,131.3793687,50.97690448,0.128711412,44.22673164,0.294408036,0.388013011,150.2225693
1147,2,110.26284,48.27472741,0.102096601,42.57820832,0.311797096,0.437815019,136.5574243
1147,3,99.06132246,44.58350171,0.099274323,39.28916657,0.278056428,0.450059626,141.2992566
1148,1,106.9556781,48.87880621,0.223690895,37.08175361,0.237105648,0.457000573,156.3933798
1148,2,103.9209444,56.13595271,0.300927277,34.7592433,0.21181359,0.540179393,164.1029896
1148,3,61.86890466,45.74001742,0.251258391,31.22751126,0.228835962,0.739305434,136.4624294
1151,1,49.15181331,25.64457583,0.168560116,20.21109681,0.126040059,0.521742213,160.3545496
1151,2,136.4154757,55.64618098,0.228337479,42.44172921,0.269942327,0.407916922,157.2251733
1151,3,93.74903482,51.89840997,0.186417629,38.2195655,0.267089217,0.553588739,143.0966249
1156,1,108.1991327,38.36385617,0.140905368,32.165162,0.19491609,0.354567132,165.0205584
1156,2,64.38552396,29.50075309,0.166411364,23.43244016,0.143646268,0.458189221,163.1259936
1156,3,92.50025947,44.48568891,0.185333996,35.39528078,0.233023242,0.480925017,151.8959248
1157,1,105.8256958,44.33390284,0.229648324,33.74032337,0.204440109,0.418933251,165.0376899
1157,2,96.94921796,58.08843944,0.289599892,39.10574906,0.26808201,0.599163569,145.872336
1157,3,94.67135959,49.73067179,0.27301589,34.94619712,0.22250453,0.525297957,157.0583627
1158,1,59.11465982,34.15139432,0.426814364,18.84179065,0.107254511,0.577714469,175.6736422
1158,2,62.86800966,43.13029662,0.338511377,26.97571464,0.17403341,0.686045206,155.0030805
1158,3,36.17317047,26.08937106,0.408901093,15.18132794,0.102031759,0.7212354,148.7902213
1159,1,64.52386409,42.37305536,0.353310353,25.48509524,0.157803178,0.656703624,161.4992522
1159,2,58.92439255,42.16025871,0.297135759,27.47913902,0.191519392,0.715497553,143.4796689
1159,3,77.47642759,38.81992231,0.368857115,23.57983201,0.12900588,0.501054624,182.7810639
1167,1,144.9767544,48.84574933,0.234903465,36.49734284,0.20743227,0.33692125,175.9482402
1170,1,135.74566,49.44122216,0.424480355,27.87518124,0.146884012,0.364219542,189.7768236
1170,2,124.9766755,53.28086305,0.205482088,42.01685113,0.270223911,0.426326455,155.4890198
1170,3,101.2578097,48.49851651,0.31535415,32.59132268,0.190249753,0.47896075,171.3080948
1175,1,71.15448545,46.08234539,0.236959027,32.788965,0.237957843,0.647637954,137.793168
1175,2,87.56649912,40.63411412,0.209877676,31.39745126,0.193691407,0.464037212,162.1003833
1175,3,102.8485136,44.2232283,0.220653429,33.97031435,0.205411624,0.429984127,165.3767865
1183,1,71.39747051,43.39408431,0.141234639,35.5001595,0.297032546,0.607781816,119.5160597
1183,2,84.24253814,39.98540414,0.10761797,35.00902313,0.248710638,0.474646242,140.7620653
1183,3,71.6798124,44.28900699,0.183626125,34.39441988,0.273133794,0.617872808,125.9251714
1188,1,118.3627209,49.03562412,0.233424741,36.73742616,0.226356635,0.414282671,162.2988707
1188,2,91.06827006,47.73563935,0.196221851,37.03796315,0.254769802,0.524174219,145.3781523
1188,3,74.71808824,45.97977564,0.179833225,35.53186925,0.269945822,0.615376768,131.6259278
1197,1,41.106079,49.57137521,0.539689375,16.48042896,0.11451423,1.205937818,143.915991
1197,2,52.54149279,49.34878842,0.517691614,20.00355387,0.124577851,0.939234609,160.5707095
1200,1,64.58471952,45.10381704,0.463028311,23.20301908,0.137781403,0.698366694,168.4045779
1200,2,125.8937566,49.38353556,0.20878442,38.67308909,0.237120526,0.392263579,163.0946496
1200,3,79.15064677,49.7398888,0.399523185,28.36090721,0.170972261,0.628420497,165.8801668
1201,1,62.39523587,44.41651973,0.220175893,31.56409854,0.255146922,0.71185755,123.7095015
1201,2,60.10061764,39.11481616,0.199742413,28.75009756,0.208267462,0.6508222,138.0441156
1201,3,78.46154365,48.98808018,0.196367645,37.15568987,0.292155169,0.624357843,127.1779308
1202,1,119.2197503,50.20876206,0.324583024,32.88100849,0.188774982,0.421144667,174.180965
1202,2,71.02358773,43.25931543,0.291426243,28.68851286,0.182749712,0.609083782,156.982534
1202,3,72.67244469,42.06294063,0.269378996,28.99144669,0.186666922,0.578801784,155.3111088
1206,1,67.40464911,42.80647683,0.28224396,28.99824904,0.189941401,0.635067127,152.6694492
1206,3,84.20387617,49.02499715,0.145614397,37.75677484,0.282322755,0.582217819,133.7362086
1209,1,126.3477084,46.47640373,0.159141798,38.78515764,0.236321093,0.367845245,164.1205915
1209,2,99.97139461,37.25165393,0.266652906,26.94996676,0.148489576,0.37262313,181.4939974
1209,3,70.15186537,38.71564367,0.172530826,30.52308436,0.21231071,0.55188331,143.7661078
1210,1,98.94622762,37.36058742,0.173570603,30.1678577,0.181604349,0.377584758,166.1185863
1210,2,70.71615469,34.15968148,0.308401111,22.34836182,0.124288208,0.483053436,179.8107973
1210,3,102.8628946,40.62070667,0.226714928,30.89463823,0.178083944,0.394901454,173.4835697
1214,1,90.86103725,45.76502129,0.296467639,31.01855743,0.181761484,0.503681475,170.6552828
1214,2,127.0053755,45.13824047,0.174336807,36.98070698,0.218398436,0.355404173,169.3267939
1214,3,68.76564848,42.60429643,0.254706465,29.05261254,0.196206665,0.619557837,148.0714863
1215,1,164.7617961,56.25898519,0.162094355,46.74578951,0.304070623,0.341456494,153.7333302
1215,2,140.686137,57.08485863,0.253893862,42.14224341,0.266823416,0.405760367,157.9405736
1215,3,164.6630384,51.2336751,0.229854751,39.20600319,0.220267248,0.311142534,177.9928865
1223,1,61.31221953,28.82980353,0.128902527,24.11818376,0.162182944,0.470213014,148.7097424
1223,2,101.6532485,33.64923353,0.045780665,31.66273808,0.236598762,0.331019756,133.8246141
1223,3,40.28269077,21.88942857,0.175470001,16.91506025,0.100068307,0.543395393,169.0351401
1225,1,78.51919243,41.97025535,0.349342662,25.27581668,0.143214968,0.534522249,176.4886518
1225,2,84.73209827,47.69641912,0.247419862,34.07577047,0.225198559,0.562908509,151.3143363
1225,3,80.37598345,43.97972505,0.305312558,29.38847092,0.180016057,0.547174954,163.25472
1229,2,55.55856696,47.15663172,0.592121772,16.02000394,0.087928508,0.848773363,182.1935156
1229,3,79.84269861,45.69759919,0.504016474,21.18016997,0.111302211,0.572345374,190.2942431
1230,1,114.9159649,40.49819288,0.085724739,36.45439665,0.248033778,0.352415723,146.9735171
1230,2,87.09420093,33.7016882,0.214690075,25.74119314,0.144096472,0.386956741,178.6386076
1230,3,88.4380125,39.05971758,0.288807645,27.24783627,0.152243084,0.441662092,178.9758563
1248,1,108.0705606,42.65741381,0.194703499,34.06019246,0.203139903,0.394718169,167.6686457
1248,2,78.54907125,50.97795773,0.261508972,34.60146919,0.244783362,0.648995041,141.3554784
1248,3,93.0892051,40.00175458,0.13735075,33.56889688,0.227430998,0.429714214,147.6003587
1255,1,64.54151715,39.39237168,0.142860046,31.74245039,0.246096178,0.610341582,128.9839228
1255,2,111.9406608,40.87967484,0.118873382,35.73961034,0.218972094,0.36519058,163.2153655
1255,3,108.6667328,43.84377344,0.187490944,34.97765577,0.212073579,0.403470062,164.9316997
1265,1,70.15909196,36.14386094,0.086739748,31.38451452,0.244928821,0.515170022,128.1372867
1265,2,112.1783069,40.48943644,0.065833385,37.02654748,0.279941394,0.360938202,132.2653536
1265,3,73.61130486,32.31443196,0.088172061,28.25612874,0.199019833,0.438987354,141.9764466
1268,1,68.66662232,37.38599409,0.093743074,31.04645307,0.242708629,0.544456576,127.9165607
1268,2,84.20956633,42.1812358,0.107921947,34.42346037,0.262947158,0.500907885,130.9139852
1268,3,111.5159445,39.42516604,0.419143648,22.62674072,0.115090421,0.353538377,196.5996859
1270,1,65.96898408,42.36440923,0.145178535,33.29407524,0.252605596,0.642186776,131.8026036
1270,2,92.94712537,43.0775022,0.148442511,35.34678041,0.263558451,0.463462447,134.1136293
1270,3,74.17186384,39.62245039,0.17794763,30.98746686,0.208525213,0.534197853,148.602974
1273,1,149.2429711,52.18853135,0.126671309,45.01326545,0.318840183,0.34968837,141.1781447
1273,2,119.631853,40.84623446,0.165370225,33.7379324,0.204319389,0.341432766,165.1234989
1273,3,107.6890411,50.30196847,0.315970728,33.45636027,0.197475242,0.467103876,169.4205305
1275,1,93.79081845,56.90975596,0.347840255,32.48877095,0.199576671,0.60677321,162.7884198
1275,2,95.96793431,49.97262698,0.297512759,34.02450876,0.216915934,0.520722128,156.8557375
1275,3,81.90134982,43.77030505,0.257402609,31.1454535,0.194288352,0.534427151,160.3053048
1287,1,129.5230735,44.10116374,0.158296934,36.86682408,0.219394922,0.340488861,168.0386391
1287,2,148.4162289,47.6321511,0.193387493,38.10564757,0.224889875,0.320936271,169.441366
1297,1,111.1348236,49.16807253,0.13550212,41.63244096,0.283565222,0.442418235,146.8178667
1297,3,88.12406336,40.09291357,0.122984714,34.35988603,0.234642658,0.454959883,146.4349503
1300,1,72.76308947,48.31893907,0.233803628,34.40489983,0.256996603,0.664058377,133.872975
1300,2,74.29872727,45.38142947,0.180860148,34.93567796,0.267235647,0.610796862,130.729857
1300,3,64.06939935,44.95284045,0.219455323,31.7562916,0.260162639,0.701627312,122.0632284
1301,1,77.83935308,44.82395636,0.543072331,18.38349902,0.092342281,0.575852118,199.0799743
1301,2,85.84739972,43.39061687,0.478090501,21.51365369,0.110301591,0.505438918,195.0439108
1305,1,112.52565,38.43835861,0.189736306,30.45150218,0.174546266,0.341596415,174.4609201
1305,2,65.21271424,32.30713273,0.193722532,25.14329895,0.153135443,0.495411564,164.1899388
1305,3,115.4372734,35.9217992,0.144596596,30.4813093,0.171006218,0.311180247,178.2467888
1309,1,110.8117978,53.11587178,0.281433168,36.99018682,0.231686048,0.479334086,159.6565141
1309,2,88.85810087,35.18789232,0.24133722,25.9261241,0.144917791,0.39600095,178.9022858
1309,3,102.5408833,42.05650766,0.264639206,30.65606036,0.174867464,0.410143801,175.3102584
1313,1,93.38960959,41.94658073,0.157796744,34.7007713,0.226499921,0.449156827,153.2043419
1317,1,81.40592682,41.71355147,0.201277472,31.79128991,0.206257277,0.512414183,154.1341493
1317,2,111.7700471,32.50187794,0.22226677,25.22725165,0.131606662,0.290792379,191.6867369
1317,3,81.62785366,39.11985141,0.313744447,24.48685881,0.134727714,0.479246356,181.7507184
2002,1,148.6127147,47.5782153,0.132120108,41.06431696,0.248677509,0.320149022,165.130804
2002,2,118.1354251,45.30076847,0.157710051,37.79616924,0.231888033,0.383464726,162.993186
2002,3,91.10839716,41.51960025,0.179902101,33.57190631,0.213672433,0.455716504,157.1185663
2006,1,97.12678065,44.9650217,0.271631321,32.03513028,0.186376806,0.462951839,171.8836747
2006,2,99.73324579,47.84621217,0.206116775,36.95719115,0.239564629,0.479741853,154.2681459
2009,1,139.5645423,54.87358231,0.224066109,41.99640455,0.263325211,0.393177102,159.4849366
2009,2,109.3768552,55.32571486,0.143659784,46.34622603,0.356178913,0.505826528,130.1206342
2009,3,84.87930479,48.07701916,0.313018552,31.75810537,0.200973741,0.566416269,158.0211684
2011,1,112.0833534,37.03034054,0.182904793,30.20055475,0.166316031,0.330382161,181.5853502
2011,2,82.19949195,42.60094486,0.313327409,28.27858622,0.167084877,0.518262873,169.2468328
2013,1,73.39550003,30.30383587,0.378025771,18.31204482,0.093186868,0.412884112,196.5088553
2013,2,120.3999048,45.49836711,0.192999905,35.79629717,0.208190718,0.377893713,171.9399284
2021,1,56.50872185,30.77539737,0.275035474,21.08087614,0.121158287,0.544613227,173.9945045
2021,2,117.0656568,39.62678547,0.18264974,32.10049957,0.184380401,0.338500518,174.0993047
2021,3,59.17695732,31.02057271,0.254710637,22.21371472,0.131658961,0.524200198,168.7216319
2022,2,83.40506061,46.36228805,0.188675137,36.11683295,0.253518635,0.555869005,142.4622412
2022,3,54.85115698,30.23204746,0.087855893,26.12875833,0.217541151,0.551165174,120.1094973
2023,1,142.0512921,37.77346477,0.23354182,28.94241946,0.154964918,0.265914264,186.7675592
2023,2,115.2935619,42.35277684,0.214457032,32.95593563,0.193322882,0.367347284,170.4709513
2023,3,89.26496041,34.34692398,0.245368314,25.63516289,0.142226162,0.384774987,180.2422459
2027,1,105.299276,44.0934428,0.129383164,37.71884817,0.256714135,0.418744026,146.9293781
2027,2,97.28555455,38.94138679,0.104189759,34.16685254,0.235066053,0.400279229,145.3500075
2027,3,118.928213,48.04980903,0.122696011,41.49579518,0.275380783,0.404023636,150.6851521
2028,1,68.91809398,36.37175004,0.173345001,29.90162834,0.197199287,0.527753278,151.6315233
2028,2,123.3404711,40.66269987,0.19726737,32.74432457,0.187258544,0.329678487,174.8615782
2032,1,124.4450203,43.84669194,0.158172314,36.49050766,0.226243157,0.352337858,161.28889
2032,2,96.38620367,45.87114776,0.210239522,32.96606257,0.204019313,0.475909892,161.5830489
2032,3,76.12876805,42.83072001,0.250751471,30.56566822,0.195355668,0.562608868,156.4616401
2042,1,89.90000929,33.04880341,0.187834983,26.38066834,0.153642544,0.367617353,171.7015856
2042,2,34.42321107,23.65732504,0.343977565,14.55571654,0.085748801,0.687249222,169.7483392
2047,1,39.32846678,28.29567704,0.311384329,17.57411545,0.109348145,0.719470637,160.7170881
2047,2,48.12976573,31.60634228,0.320803007,20.09473632,0.121901518,0.656690133,164.8440208
2047,3,75.36102674,33.86093147,0.159117048,27.69604274,0.168537009,0.449316217,164.3321123
2049,1,74.55806089,37.33125132,0.263894827,26.66558347,0.162009672,0.500700405,164.5925406
2049,2,40.29430903,39.45703251,0.27580393,22.73862751,0.202923274,0.979220973,112.0552957
2049,3,41.98660011,35.91885911,0.255630726,22.62977579,0.181638397,0.855483869,124.5869608
2054,1,82.04197608,46.88804626,0.246992577,33.33690306,0.221511855,0.571512883,150.4971511
2054,2,96.84771709,49.03073012,0.228892617,36.88395538,0.241929947,0.506266246,152.4571715
2054,3,86.32723032,44.75265691,0.215490372,33.41657483,0.217046034,0.51840719,153.9607711
2055,1,109.0855808,44.90484577,0.252827975,32.61922046,0.191022496,0.411647859,170.7611467
2055,2,124.396551,51.77861667,0.160673484,42.84704738,0.284841137,0.416238362,150.4243655
2059,1,150.9490352,49.20425539,0.448446263,26.50869646,0.132099232,0.325966015,200.672601
2059,2,68.43483669,41.61577168,0.587024503,15.94442915,0.077166707,0.608108,206.623164
2059,3,92.8219675,40.88193948,0.539461153,18.15352718,0.089694863,0.440433882,202.3920503
2060,1,95.30404612,43.46499366,0.311510169,29.52636487,0.170002108,0.456066614,173.6823456
2060,2,110.0800687,45.75546559,0.301440863,31.63131761,0.18006084,0.415656223,175.670166
2060,3,90.63250079,35.86611217,0.297952313,25.16932756,0.137240774,0.395731243,183.395407
2061,1,63.56543872,27.17181162,0.367512921,16.84119978,0.090180418,0.427462032,186.7500736
2061,3,79.34126555,41.19918013,0.228854229,30.59440742,0.194682694,0.519265477,157.1501132
2066,1,30.33506333,25.80781688,0.276210559,15.89594298,0.111709783,0.850758629,142.296785
2066,2,42.61034398,32.28476628,0.326393034,19.35790338,0.122792693,0.757674387,157.64703
2066,3,94.11479659,35.82836967,0.109812441,31.33639914,0.194954051,0.380687957,160.7373581
2072,1,56.26259217,33.1506701,0.155724402,26.13467142,0.182310509,0.589213344,143.3525229
2072,2,51.78331778,29.53826894,0.171693596,23.1438304,0.157546331,0.570420556,146.9017416
2072,3,46.86277457,29.46694435,0.210087163,21.76458455,0.154034278,0.628792141,141.2970202
2081,1,76.60003505,42.02149194,0.158670143,33.53607355,0.240845233,0.548583195,139.2432522
2081,2,99.96037611,50.36931404,0.434513388,26.86165562,0.146243401,0.503892802,183.6777277
2081,3,89.11263155,53.51224388,0.092895151,43.44566548,0.431209392,0.600501219,100.7530594
2082,1,74.64986219,42.6669995,0.206731645,32.15138775,0.223240531,0.571561665,144.0212831
2082,2,62.71893591,41.35270203,0.12599211,33.64062112,0.2979935,0.659333604,112.8904525
2082,3,63.17288886,38.46073296,0.140922401,31.03404857,0.258791987,0.608817068,119.9188929
2083,1,58.1272124,39.27284199,0.266741618,26.3893676,0.179839272,0.675636081,146.7386254
2083,2,128.6677419,43.9609969,0.198633454,34.84879008,0.202121858,0.341662924,172.4147523
2083,3,49.84552414,37.68166094,0.219425997,26.32346775,0.205444254,0.755968797,128.1294913
2086,1,65.20026651,32.65819717,0.204514627,25.00972674,0.152827487,0.500890547,163.6467843
2089,1,70.76119634,43.81787139,0.25444885,30.49269847,0.211358635,0.619235876,144.2699444
2089,2,55.05078656,37.97826192,0.325742775,23.73489407,0.152852406,0.689876826,155.2798197
2089,3,39.68893617,26.36733763,0.208789954,19.35004605,0.13364705,0.664349821,144.7846848
2093,1,163.3257714,42.44736036,0.149113092,35.96019218,0.2036562,0.259893831,176.5730293
2093,2,71.69713865,34.92050079,0.17505147,27.87428027,0.174186481,0.48705571,160.025509
2093,3,61.13898273,36.83363211,0.280012351,24.28930534,0.14844508,0.602457392,163.6248599
2094,1,89.51984212,32.29846307,0.207363752,25.41552021,0.139004952,0.360796694,182.8389555
2094,2,68.34074826,42.41829982,0.312005285,27.25065308,0.172435973,0.620688255,158.0334581
2094,3,57.1150243,30.18265727,0.21061202,22.5258126,0.138995282,0.528453899,162.061706
2100,1,66.41673888,47.54529513,0.404401623,26.20617875,0.160001103,0.715863138,163.7874877
2100,2,123.3710661,47.63350356,0.244133595,35.55003366,0.207494156,0.386099472,171.3302891
2100,3,96.87715115,50.6807079,0.416699106,27.68227179,0.152822257,0.523144078,181.1403153
2105,1,78.92622541,37.99605085,0.172203785,30.52597422,0.194063372,0.481412238,157.2989989
2105,3,90.85644339,39.5260522,0.194063221,30.6037271,0.190006509,0.435038515,161.0667304
2108,1,87.99402154,32.42941704,0.240584696,24.13364538,0.131197431,0.36854114,183.9490704
2108,2,93.97550768,32.77604354,0.16684853,27.07695669,0.151007889,0.348772189,179.3082257
2108,3,91.56975719,27.29318624,0.140867002,23.29587866,0.129129676,0.298058956,180.4068549
2114,1,32.96784523,17.91989042,0.05084704,15.91429558,0.141819847,0.543556617,112.2148693
