Accession,group1,group2
SSA_00025,2155,1149
SSA_00298,1150,2316
SSA_00299,2081,1151
SSA_00102,2311,1152
SSA_00170,2285,1153
SSA_00195,1154,2206
SSA_00366,1155,2237
SSA_00018,2105,1156
SSA_00239,1157,2217
SSA_00271,1158,2230
SSA_00113,1159,2254
SSA_00150,1160,2267
SSA_00077,2167,1161
SSA_00130,2220,1162
SSA_00065,1163,2111
SSA_00247,1164,2192
SSA_00237,2270,1165
SSA_00054,1166,2016
SSA_00353,2229,1167
SSA_00116,2239,1168
SSA_00309,1169,2034
SSA_00173,1170,2171
SSA_00274,1171,2261
SSA_00036,2202,1172
SSA_00213,2197,1173
SSA_00341,1174,2127
SSA_00004,2032,1175
SSA_00061,1176,2273
SSA_00012,1177,2131
SSA_00312,1178,2157
SSA_00133,2244,1179
SSA_00278,2302,1180
SSA_00101,2151,1181
SSA_00276,1182,2020
SSA_00078,1183,2072
SSA_00120,1184,2177
SSA_00037,2106,1185
SSA_00099,1186,2277
SSA_00114,2268,1187
SSA_00178,2287,1188
SSA_00293,2201,1189
SSA_00300,2172,1190
SSA_00045,2219,1191
SSA_00088,1192,2252
SSA_00273,1193,2286
SSA_00066,2169,1194
SSA_00095,2025,1195
SSA_00111,1196,2193
SSA_00024,2207,1197
SSA_00386,2122,1198
SSA_00043,1199,2033
SSA_00151,1200,2275
SSA_00343,2049,1201
SSA_00156,1202,2159
SSA_00294,2307,1203
SSA_00098,2024,1204
SSA_00028,2070,1205
SSA_00222,1206,2083
SSA_00057,2291,1207
SSA_00198,2320,1208
SSA_00359,1209,2297
SSA_00123,1210,2093
SSA_00137,2147,1211
SSA_00141,1212,2130
SSA_00084,2182,1213
SSA_00016,1214,2243
SSA_00096,1215,2139
SSA_00181,1216,2018
SSA_00100,1217,2136
SSA_00124,2152,1218
SSA_00142,1219,2303
SSA_00112,2092,1220
SSA_00395,1221,2137
SSA_00288,2242,1222
SSA_00204,1223,2183
SSA_00148,2187,1224
SSA_00227,1225,2120
SSA_00257,2003,1226
SSA_00174,1227,2102
SSA_00163,1228,2293
SSA_00121,2059,1229
SSA_00002,1230,2086
SSA_00193,1231,2044
SSA_00191,2075,1232
SSA_00245,1233,2173
SSA_00236,2126,1234
SSA_00052,1235,2260
SSA_00058,2210,1236
SSA_00202,2026,1237
SSA_00159,2276,1238
SSA_00158,2196,1239
SSA_00272,2040,1240
SSA_00143,2149,1241
SSA_00207,2132,1242
SSA_00149,2091,1243
SSA_00229,2190,1244
SSA_00252,2236,1245
SSA_00317,1246,2162
SSA_00059,1247,2014
SSA_00275,2140,1248
SSA_00122,2103,1249
SSA_00017,1250,2117
SSA_00103,2262,1251
SSA_00210,2073,1252
SSA_00011,1253,2043
SSA_00153,2030,1254
SSA_00126,1255,2002
SSA_00020,1256,2215
SSA_00283,2037,1257
SSA_00256,2274,1258
SSA_00289,2176,1259
SSA_00019,1260,2255
SSA_00282,1261,2121
SSA_00218,1262,2205
SSA_00253,2269,1263
SSA_00076,1264,2282
SSA_00246,1265,2114
SSA_00118,1266,2125
SSA_00182,1267,2041
SSA_00097,2194,1268
SSA_00244,2039,1269
SSA_00186,1270,2258
SSA_00208,1271,2216
SSA_00233,1272,2029
SSA_00138,1273,2221
SSA_00215,1274,2189
SSA_00083,2009,1275
SSA_00248,2231,1276
SSA_00184,2112,1277
SSA_00147,1278,2168
SSA_00243,2235,1279
SSA_00316,2096,1280
SSA_00094,1281,2095
SSA_00090,1282,2129
SSA_00146,1283,2165
SSA_00175,2225,1284
SSA_00063,2144,1285
SSA_00226,2191,1286
SSA_00050,2013,1287
SSA_00217,1288,2233
SSA_00072,1289,2048
SSA_00221,1290,2257
SSA_00223,2098,1291
SSA_00048,2116,1292
SSA_00219,1293,2007
SSA_00021,2080,1294
SSA_00129,2058,1295
SSA_00166,2214,1296
SSA_00070,2006,1297
SSA_00015,1298,2064
SSA_00305,2119,1299
SSA_00110,2082,1300
SSA_00241,1301,2100
SSA_00176,1302,2079
SSA_00354,2046,1303
SSA_00346,2213,1304
SSA_00238,2245,1305
SSA_00060,1306,2056
SSA_00071,1307,2305
SSA_00162,2300,1308
SSA_00068,1309,2179
SSA_00376,2158,1310
SSA_00046,1311,2022
SSA_00169,2065,1312
SSA_00160,2061,1313
SSA_00039,2084,1314
SSA_00194,1315,2008
SSA_00403,2319,1316
SSA_00277,1317,2118
SSA_00125,2097,1318
SSA_00337,2295,1319
SSA_00093,2076,1320
