Accession,group1,group2
SSA_00189,2199,1112
SSA_00005,1113,2141
SSA_00131,1114,2110
SSA_00152,1115,2240
SSA_00380,2188,1116
SSA_00001,1117,2228
SSA_00310,2010,1118
SSA_00064,1119,2161
SSA_00311,2090,1120
SSA_00185,2069,1121
SSA_00301,1122,2315
SSA_00145,1123,2156
SSA_00196,2294,1124
SSA_00203,1125,2308
SSA_00268,1126,2299
SSA_00089,1127,2019
SSA_00013,2055,1128
SSA_00285,2249,1129
SSA_00055,2226,1130
SSA_00250,1131,2109
SSA_00127,2238,1132
SSA_00190,1133,2283
SSA_00172,2224,1134
SSA_00035,1135,2266
SSA_00265,2166,1136
SSA_00033,1137,2298
SSA_00235,1138,2150
SSA_00085,1139,2051
SSA_00119,2023,1140
SSA_00040,1141,2153
SSA_00014,2181,1142
SSA_00144,1143,2248
SSA_00062,1144,2066
SSA_00056,1145,2068
SSA_00318,2053,1146
SSA_00279,2289,1147
SSA_00240,2060,1148
SSA_00025,1149,2155
SSA_00298,1150,2316
SSA_00299,1151,2081
SSA_00102,1152,2311
SSA_00170,1153,2285
SSA_00195,1154,2206
SSA_00366,2237,1155
SSA_00018,2105,1156
SSA_00239,2217,1157
SSA_00271,1158,2230
SSA_00113,2254,1159
SSA_00150,1160,2267
SSA_00077,1161,2167
SSA_00130,1162,2220
SSA_00065,2111,1163
SSA_00247,1164,2192
SSA_00237,2270,1165
SSA_00054,2016,1166
SSA_00353,2229,1167
SSA_00116,1168,2239
SSA_00309,1169,2034
SSA_00173,1170,2171
SSA_00274,1171,2261
SSA_00036,2202,1172
SSA_00213,2197,1173
SSA_00341,2127,1174
SSA_00004,2032,1175
SSA_00061,1176,2273
SSA_00012,1177,2131
SSA_00312,1178,2157
SSA_00133,2244,1179
SSA_00278,2302,1180
SSA_00101,2151,1181
SSA_00276,2020,1182
SSA_00078,2072,1183
SSA_00120,2177,1184
SSA_00037,1185,2106
SSA_00099,1186,2277
SSA_00114,2268,1187
SSA_00178,1188,2287
SSA_00293,1189,2201
SSA_00300,2172,1190
SSA_00045,1191,2219
SSA_00088,1192,2252
SSA_00273,2286,1193
SSA_00066,1194,2169
SSA_00095,1195,2025
SSA_00111,1196,2193
SSA_00024,1197,2207
SSA_00386,2122,1198
SSA_00043,1199,2033
SSA_00151,1200,2275
SSA_00343,1201,2049
SSA_00156,2159,1202
SSA_00294,2307,1203
SSA_00098,1204,2024
SSA_00028,2070,1205
SSA_00222,2083,1206
SSA_00057,2291,1207
SSA_00198,2320,1208
SSA_00359,1209,2297
SSA_00123,2093,1210
SSA_00137,1211,2147
SSA_00141,2130,1212
SSA_00084,1213,2182
SSA_00016,1214,2243
SSA_00096,1215,2139
SSA_00181,2018,1216
SSA_00100,2136,1217
SSA_00124,1218,2152
SSA_00142,1219,2303
SSA_00112,2092,1220
SSA_00395,1221,2137
SSA_00288,2242,1222
SSA_00204,2183,1223
SSA_00148,1224,2187
SSA_00227,2120,1225
SSA_00257,2003,1226
SSA_00174,2102,1227
SSA_00163,2293,1228
SSA_00121,2059,1229
SSA_00002,2086,1230
SSA_00193,2044,1231
SSA_00191,1232,2075
SSA_00245,1233,2173
SSA_00236,1234,2126
SSA_00052,1235,2260
SSA_00058,1236,2210
SSA_00202,1237,2026
SSA_00159,1238,2276
SSA_00158,2196,1239
SSA_00272,1240,2040
SSA_00143,2149,1241
SSA_00207,1242,2132
SSA_00149,2091,1243
SSA_00229,2190,1244
SSA_00252,1245,2236
SSA_00317,1246,2162
SSA_00059,1247,2014
SSA_00275,1248,2140
SSA_00122,2103,1249
SSA_00017,2117,1250
SSA_00103,2262,1251
SSA_00210,1252,2073
SSA_00011,1253,2043
SSA_00153,2030,1254
SSA_00126,2002,1255
SSA_00020,2215,1256
SSA_00283,1257,2037
SSA_00256,2274,1258
SSA_00289,2176,1259
SSA_00019,1260,2255
SSA_00282,1261,2121
SSA_00218,2205,1262
SSA_00253,2269,1263
SSA_00076,2282,1264
SSA_00246,2114,1265
SSA_00118,1266,2125
SSA_00182,2041,1267
SSA_00097,2194,1268
SSA_00244,2039,1269
SSA_00186,1270,2258
SSA_00208,1271,2216
SSA_00233,2029,1272
SSA_00138,1273,2221
SSA_00215,2189,1274
SSA_00083,1275,2009
SSA_00248,2231,1276
SSA_00184,2112,1277
SSA_00147,1278,2168
SSA_00243,1279,2235
SSA_00316,1280,2096
SSA_00094,1281,2095
SSA_00090,2129,1282
SSA_00146,2165,1283
SSA_00175,2225,1284
SSA_00063,1285,2144
SSA_00226,1286,2191
SSA_00050,2013,1287
SSA_00217,1288,2233
SSA_00072,1289,2048
SSA_00221,2257,1290
SSA_00223,1291,2098
SSA_00048,1292,2116
SSA_00219,1293,2007
SSA_00021,2080,1294
SSA_00129,2058,1295
SSA_00166,2214,1296
SSA_00070,2006,1297
SSA_00015,1298,2064
SSA_00305,1299,2119
SSA_00110,1300,2082
SSA_00241,1301,2100
SSA_00176,1302,2079
SSA_00354,1303,2046
SSA_00346,1304,2213
SSA_00238,1305,2245
SSA_00060,2056,1306
SSA_00071,2305,1307
SSA_00162,2300,1308
SSA_00068,2179,1309
SSA_00376,2158,1310
SSA_00046,2022,1311
SSA_00169,2065,1312
SSA_00160,1313,2061
SSA_00039,1314,2084
SSA_00194,1315,2008
SSA_00403,2319,1316
SSA_00277,2118,1317
SSA_00125,1318,2097
SSA_00337,2295,1319
SSA_00093,1320,2076
