Accession,group1,group2
SSA_00025,2155,1149
SSA_00298,1150,2316
SSA_00299,2081,1151
SSA_00102,1152,2311
SSA_00170,1153,2285
SSA_00195,1154,2206
SSA_00366,1155,2237
SSA_00018,2105,1156
SSA_00239,1157,2217
SSA_00271,1158,2230
SSA_00113,1159,2254
SSA_00150,1160,2267
SSA_00077,2167,1161
SSA_00130,2220,1162
SSA_00065,1163,2111
SSA_00247,2192,1164
SSA_00237,2270,1165
SSA_00054,2016,1166
SSA_00353,2229,1167
SSA_00116,1168,2239
SSA_00309,2034,1169
SSA_00173,2171,1170
SSA_00274,1171,2261
SSA_00036,2202,1172
SSA_00213,2197,1173
SSA_00341,2127,1174
SSA_00004,1175,2032
SSA_00061,1176,2273
SSA_00012,2131,1177
SSA_00312,1178,2157
SSA_00133,2244,1179
SSA_00278,1180,2302
SSA_00101,2151,1181
SSA_00276,2020,1182
SSA_00078,1183,2072
SSA_00120,2177,1184
SSA_00037,1185,2106
SSA_00099,2277,1186
SSA_00114,2268,1187
SSA_00178,1188,2287
SSA_00293,1189,2201
SSA_00300,2172,1190
SSA_00045,2219,1191
SSA_00088,1192,2252
SSA_00273,1193,2286
SSA_00066,1194,2169
SSA_00095,2025,1195
SSA_00111,2193,1196
SSA_00024,1197,2207
SSA_00386,1198,2122
SSA_00043,1199,2033
SSA_00151,2275,1200
SSA_00343,2049,1201
SSA_00156,2159,1202
SSA_00294,2307,1203
SSA_00098,1204,2024
SSA_00028,1205,2070
SSA_00222,1206,2083
SSA_00057,1207,2291
SSA_00198,2320,1208
SSA_00359,1209,2297
SSA_00123,1210,2093
SSA_00137,1211,2147
SSA_00141,2130,1212
SSA_00084,2182,1213
SSA_00016,2243,1214
SSA_00096,2139,1215
SSA_00181,1216,2018
SSA_00100,1217,2136
SSA_00124,1218,2152
SSA_00142,1219,2303
SSA_00112,2092,1220
SSA_00395,1221,2137
SSA_00288,1222,2242
SSA_00204,1223,2183
SSA_00148,1224,2187
SSA_00227,1225,2120
SSA_00257,1226,2003
SSA_00174,1227,2102
SSA_00163,2293,1228
SSA_00121,2059,1229
SSA_00002,2086,1230
SSA_00193,2044,1231
SSA_00191,1232,2075
SSA_00245,2173,1233
SSA_00236,1234,2126
SSA_00052,2260,1235
SSA_00058,2210,1236
SSA_00202,2026,1237
SSA_00159,1238,2276
SSA_00158,1239,2196
SSA_00272,2040,1240
SSA_00143,1241,2149
SSA_00207,1242,2132
SSA_00149,2091,1243
SSA_00229,1244,2190
SSA_00252,2236,1245
SSA_00317,1246,2162
SSA_00059,2014,1247
SSA_00275,1248,2140
SSA_00122,2103,1249
SSA_00017,1250,2117
SSA_00103,1251,2262
SSA_00210,2073,1252
SSA_00011,2043,1253
SSA_00153,1254,2030
SSA_00126,1255,2002
SSA_00020,2215,1256
SSA_00283,2037,1257
SSA_00256,2274,1258
SSA_00289,2176,1259
SSA_00019,2255,1260
SSA_00282,2121,1261
SSA_00218,1262,2205
SSA_00253,1263,2269
SSA_00076,2282,1264
SSA_00246,1265,2114
SSA_00118,2125,1266
SSA_00182,1267,2041
SSA_00097,2194,1268
SSA_00244,2039,1269
SSA_00186,1270,2258
SSA_00208,2216,1271
SSA_00233,2029,1272
SSA_00138,1273,2221
SSA_00215,1274,2189
SSA_00083,2009,1275
SSA_00248,2231,1276
SSA_00184,1277,2112
SSA_00147,2168,1278
SSA_00243,1279,2235
SSA_00316,1280,2096
SSA_00094,2095,1281
SSA_00090,1282,2129
SSA_00146,1283,2165
SSA_00175,1284,2225
SSA_00063,1285,2144
SSA_00226,1286,2191
SSA_00050,1287,2013
SSA_00217,2233,1288
SSA_00072,2048,1289
SSA_00221,2257,1290
SSA_00223,2098,1291
SSA_00048,2116,1292
SSA_00219,1293,2007
SSA_00021,1294,2080
SSA_00129,2058,1295
SSA_00166,1296,2214
SSA_00070,1297,2006
SSA_00015,2064,1298
SSA_00305,1299,2119
SSA_00110,2082,1300
SSA_00241,2100,1301
SSA_00176,1302,2079
SSA_00354,2046,1303
SSA_00346,1304,2213
SSA_00238,2245,1305
SSA_00060,1306,2056
SSA_00071,1307,2305
SSA_00162,1308,2300
SSA_00068,2179,1309
SSA_00376,2158,1310
SSA_00046,2022,1311
SSA_00169,2065,1312
SSA_00160,1313,2061
SSA_00039,2084,1314
SSA_00194,2008,1315
SSA_00403,2319,1316
SSA_00277,2118,1317
SSA_00125,1318,2097
SSA_00337,2295,1319
SSA_00093,2076,1320
