Accession,group1,group2
SSA_200,2105,1122
SSA_161,1123,2260
SSA_191,1124,2200
SSA_244,1125,2225
SSA_119,2129,1126
SSA_147,2143,1127
SSA_386,1128,2208
SSA_150,1129,2309
SSA_235,2174,1130
SSA_207,1131,2149
SSA_282,1132,2167
SSA_138,1133,2254
SSA_170,1134,2038
SSA_135,1135,2313
SSA_103,1136,2047
SSA_241,2035,1137
SSA_102,1138,2253
SSA_250,1139,2045
SSA_112,1140,2152
SSA_056,1141,2164
SSA_228,1142,2308
SSA_007,1143,2172
SSA_317,1144,2013
SSA_233,1145,2085
SSA_144,1146,2058
SSA_060,2126,1147
SSA_252,1148,2268
SSA_033,2118,1149
SSA_218,1150,2154
SSA_113,1151,2287
SSA_226,2024,1152
SSA_284,1153,2005
SSA_100,2184,1154
SSA_046,2280,1155
SSA_110,1156,2292
SSA_049,1157,2104
SSA_077,1158,2010
SSA_034,1159,2026
SSA_286,1160,2075
SSA_010,2052,1161
SSA_088,2281,1162
SSA_038,2059,1163
SSA_380,2247,1164
SSA_006,1165,2122
SSA_196,2272,1166
SSA_127,2084,1167
SSA_359,1168,2159
SSA_271,2156,1169
SSA_068,1170,2235
SSA_149,1171,2060
SSA_171,1172,2244
SSA_145,2049,1173
SSA_259,2271,1174
SSA_204,1175,2128
SSA_108,1176,2283
SSA_239,1177,2275
SSA_101,2290,1178
SSA_310,1179,2008
SSA_003,1180,2095
SSA_075,2177,1181
SSA_403,2223,1182
SSA_283,1183,2025
SSA_131,1184,2103
SSA_367,2007,1185
SSA_014,2180,1186
SSA_274,1187,2165
SSA_105,2044,1188
SSA_294,1189,2009
SSA_030,1190,2146
SSA_289,1191,2079
SSA_223,1192,2029
SSA_188,1193,2017
SSA_095,2116,1194
SSA_197,2262,1195
SSA_193,1196,2204
SSA_084,2061,1197
SSA_059,1198,2158
SSA_212,1199,2088
SSA_032,1200,2196
SSA_159,1201,2093
SSA_009,2066,1202
SSA_137,1203,2273
SSA_343,2098,1204
SSA_071,1205,2001
SSA_291,1206,2218
SSA_063,2032,1207
SSA_316,2293,1208
SSA_050,1209,2224
SSA_181,2250,1210
SSA_229,1211,2187
SSA_303,1212,2070
SSA_040,1213,2028
SSA_089,2277,1214
SSA_225,2091,1215
SSA_053,2101,1216
SSA_254,2033,1217
SSA_295,2291,1218
SSA_376,2053,1219
SSA_057,1220,2240
SSA_152,1221,2315
SSA_022,2176,1222
SSA_061,1223,2307
SSA_202,2210,1224
SSA_203,2241,1225
SSA_087,2251,1226
SSA_273,1227,2037
SSA_156,1228,2171
SSA_221,1229,2239
SSA_012,2214,1230
SSA_179,2054,1231
SSA_177,1232,2318
SSA_354,1233,2193
SSA_245,2021,1234
SSA_304,1235,2263
SSA_185,2081,1236
SSA_209,2124,1237
SSA_106,1238,2157
SSA_052,2117,1239
SSA_096,1240,2062
SSA_148,2245,1241
SSA_164,1242,2237
SSA_072,1243,2056
SSA_067,2282,1244
SSA_128,2125,1245
SSA_267,1246,2266
SSA_296,2211,1247
SSA_146,1248,2314
SSA_070,1249,2238
SSA_024,2319,1250
SSA_234,2249,1251
SSA_281,2162,1252
SSA_123,1253,2212
SSA_073,2039,1254
SSA_189,2173,1255
SSA_176,1256,2306
SSA_125,2229,1257
SSA_142,2133,1258
SSA_058,2190,1259
SSA_312,2195,1260
SSA_220,1261,2201
SSA_157,2138,1262
SSA_298,1263,2299
SSA_175,2109,1264
SSA_117,2064,1265
SSA_153,2288,1266
SSA_190,2242,1267
SSA_224,2153,1268
SSA_104,1269,2018
SSA_261,1270,2127
SSA_167,2270,1271
SSA_031,1272,2087
SSA_092,2183,1273
SSA_248,1274,2147
SSA_269,1275,2074
SSA_232,2100,1276
SSA_115,2027,1277
SSA_027,1278,2046
SSA_217,1279,2002
SSA_065,2014,1280
SSA_256,2145,1281
SSA_086,1282,2012
SSA_021,2073,1283
SSA_163,2295,1284
SSA_180,1285,2006
SSA_047,2031,1286
SSA_257,2102,1287
SSA_237,1288,2181
SSA_020,2150,1289
SSA_140,2178,1290
SSA_124,2076,1291
SSA_036,2011,1292
SSA_306,2311,1293
SSA_079,2042,1294
SSA_247,2256,1295
SSA_339,1296,2168
SSA_222,1297,2030
SSA_318,1298,2279
SSA_211,2294,1299
SSA_160,1300,2094
SSA_107,1301,2003
SSA_346,2099,1302
SSA_132,1303,2182
SSA_292,2080,1304
SSA_109,1305,2301
SSA_026,1306,2274
SSA_005,1307,2222
SSA_184,1308,2072
SSA_230,2092,1309
SSA_309,2110,1310
SSA_042,1311,2189
SSA_133,1312,2137
SSA_266,2230,1313
SSA_094,2199,1314
SSA_280,2119,1315
SSA_169,1316,2020
SSA_029,1317,2112
SSA_205,2134,1318
SSA_136,2257,1319
SSA_118,2207,1320
